CodiceAmministrativo;Sezione;IdentificativoSoggetto;TipoSoggetto;IdentificativoImmobile;TipoImmobile;CodiceDiritto;TitoloNonCodificatoIta;TitoloNonCodificatoTed;QuotaNumeratore;QuotaDenominatore;Regime;SoggettoDiRiferimento;DataDiValidita;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiRegistrazioneInAtti;Partita;DataDiValidita;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiRegistrazioneInAtti;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;IdentificativoTitolarita;
M113;;273721;P;663456;F;2 ;;;1;2; ;0;09022000;D;001548;001;2001;18062001;1001135;;;;;;;570984;;3370940;
M113;;273721;P;663502;F;2 ;;;1;2; ;0;09022000;D;001548;001;2001;18062001;1001135;;;;;;;570984;;3370936;
M113;;273721;P;663457;F;2 ;;;1;2; ;0;09022000;D;001548;001;2001;18062001;1001135;;;;;;;570984;;3370938;
M113;;273867;P;663228;F;2 ;;;1;2;C;0;18121996;D;000069;003;1997;13011997;1000735;;;;;;;361606;;1665709;
M113;;273867;P;663223;F;2 ;;;1;2;C;0;18121996;D;000069;003;1997;13011997;1000735;;;;;;;361606;;1665706;
M113;;273885;P;663087;F;2 ;;;1;2;C;0;12061992;D;002194;001;1992;19051995;1000401;;;;;;;239178;;1239556;
M113;;273885;P;663099;F;2 ;;;1;2;C;0;12061992;D;002194;001;1992;19051995;1000401;;;;;;;239178;;1239557;
M113;;273902;P;663374;F;1 ;;;0;0; ;0;04111998;D;003055;001;1998;19011999;1000894;;;;;;;466027;;2381374;
M113;;273902;P;663227;F;1 ;;;0;0; ;;05122006;D;003680;001;2009;10112009;;;;;;;;1025249;;4597129;
M113;;273902;P;663225;F;1 ;;;0;0; ;;05122006;D;003680;001;2009;10112009;;;;;;;;1025249;;4597128;
M113;;273902;P;663375;F;1 ;;;0;0; ;;30102009;D;003943;001;2009;01122009;;;;;;;;1027360;;4603471;
M113;;274355;P;663489;F;2 ;;;1;2;C;0;31051999;D;002547;001;1999;06101999;1000994;;;;;;;499754;;2702035;
M113;;274355;P;663446;F;2 ;;;1;2;C;0;31051999;D;002547;001;1999;06101999;1000994;;;;;;;499754;;2702033;
M113;;274355;P;663472;F;2 ;;;1;2;C;0;09022000;D;001282;001;2000;19052000;1000994;;;;;;;529141;;3025843;
M113;;274355;P;663473;F;2 ;;;1;2;C;0;09022000;D;001282;001;2000;19052000;1000994;;;;;;;529141;;3025842;
M113;;274367;P;662077;F;2 ;;;1;2; ;;14032001;D;001783;001;2002;25062002;;;;;;;;606092;;3594996;
M113;;274463;P;663041;F;1 ;;;0;0; ;;07031996;D;000219;001;2014;20012014;;;;;;;;1221557;;5099292;
M113;;274463;P;663055;F;1 ;;;0;0; ;;07031996;D;000219;001;2014;20012014;;;;;;;;1221557;;5099293;
M113;;275224;P;662405;F;0 ;;;0;0; ;0;01010001;I;  0000;000;2000;01011992;0000635;;;;;;;220;;597077;
M113;;275224;P;662419;F;0 ;;;0;0; ;0;01010001;I;  0000;000;2000;01011992;0000635;;;;;;;220;;597084;
M113;;275224;P;662417;F;0 ;;;0;0; ;0;01010001;I;  0000;000;2000;01011992;0000635;;;;;;;220;;597081;
M113;;276195;P;740723;F;1 ;;;0;0; ;;24032014;D;002144;001;2014;29052014;;;;;;;;1236020;;5137746;
M113;;277175;P;663408;F;1 ;;;0;0; ;;31072007;D;012512;003;2007;10092007;;;;;;;;939432;;4336667;
M113;;277175;P;663404;F;1 ;;;0;0; ;;31072007;D;012512;003;2007;10092007;;;;;;;;939432;;4336666;
M113;;277261;P;664078;F;2 ;;;3;4; ;;24122010;D;000217;002;2012;25012012;;;;;;;;1116303;;4843012;
M113;;277261;P;994842;F;2 ;;;3;4; ;;24022012;V;003000;001;2012;23032012;;;;;;;;1138930;;4889725;
M113;;277261;P;994842;F;74 ;;;1;4; ;;24022012;V;003000;001;2012;23032012;;;;;;;;1138930;;4889726;
M113;;277655;P;663497;F;2 ;;;1;2;C;0;14041999;D;001149;001;1999;11051999;1000931;;;;;;;480725;;2470123;
M113;;277655;P;663470;F;2 ;;;1;2;C;0;14041999;D;001149;001;1999;11051999;1000931;;;;;;;480725;;2470124;
M113;;277655;P;663471;F;2 ;;;1;2;C;0;14041999;D;001149;001;1999;11051999;1000931;;;;;;;480725;;2470127;
M113;;277679;P;662180;F;1 ;;;1000;1000; ;0;01010001;I;  0000;000;2000;01011992;0000641;;;;;;;220;;596946;
M113;;277679;P;662168;F;1 ;;;1000;1000; ;0;22041983;A;000902;001;1983;08051992;0000641;;;;;;;2823;;605605;
M113;;278006;P;661522;F;1 ;;;0;0; ;0;22071994;V;001885;001;1994;28041995;0000714;;;;;;;234869;;1230953;
M113;;278847;P;661132;F;1 ;;;0;0; ;0;29081996;D;001239;001;2001;22052001;1001129;;;;;;;567610;;3361803;
M113;;278847;P;925082;F;1 ;;;0;0; ;;22092009;A;003071;001;2009;24092009;;;;;;;;1020531;;4582296;
M113;;279382;P;663094;F;2 ;;;1;2;C;0;17091992;D;002821;001;1992;19051995;1000407;;;;;;;239209;;1239658;
M113;;279382;P;663115;F;2 ;;;1;2;C;0;17091992;D;002821;001;1992;19051995;1000407;;;;;;;239209;;1239655;
M113;;279390;P;782029;F;1 ;;;0;0; ;;08112007;D;013890;001;2007;18122007;;;;;;;;950958;;4372196;
M113;;279390;P;661101;F;1 ;;;0;0; ;;08112007;D;013890;001;2007;18122007;;;;;;;;950958;;4372197;
M113;;279395;P;782027;F;1 ;;;0;0; ;;08112007;D;013890;002;2007;18122007;;;;;;;;950959;;4372198;
M113;;279395;P;782028;F;1 ;;;0;0; ;;08112007;D;013890;002;2007;18122007;;;;;;;;950959;;4372199;
M113;;279398;P;663021;F;1 ;;;1000;1000; ;0;01010001;I;  0000;000;2000;01011992;0000542;;;;;;;220;;596665;
M113;;279398;P;661901;F;1 ;;;0;0; ;;09102008;D;003912;001;2008;29102008;;;;;;;;986265;;4480612;
M113;;279398;P;663332;F;1 ;;;0;0; ;;09102008;D;003912;001;2008;29102008;;;;;;;;986265;;4480613;
M113;;279401;P;663738;F;1 ;;;0;0; ;0;17051995;A;001354;001;1995;17051995;1000349;;;;;;;238459;;1237887;
M113;;279401;P;663739;F;1 ;;;0;0; ;0;15061995;V;001676;001;1995;15061995;1000349;;;;;;;244972;;1254700;
M113;;279401;P;661131;F;2 ;;;2;4; ;;28012008;D;003384;002;2008;24092008;;;;;;;;982033;;4466721;
M113;;279401;P;993329;F;1 ;;;0;0; ;;13032012;A;002801;001;2012;13032012;;;;;;;;1136588;;4884385;
M113;;279401;P;993330;F;1 ;;;0;0; ;;13032012;A;002802;001;2012;13032012;;;;;;;;1136589;;4884386;
M113;;279800;P;949887;F;2 ;;;162;1000; ;;31032011;D;001809;001;2011;17052011;;;;;;;;1087175;;4768494;
M113;;279854;P;662578;F;2 ;;;2;9; ;;06072007;D;000784;001;2008;25022008;;;;;;;;959317;;4396238;
M113;;279854;P;662579;F;2 ;;;2;9; ;;06072007;D;000784;001;2008;25022008;;;;;;;;959317;;4396243;
M113;;280300;P;663206;F;1 ;;;0;0; ;0;30111994;D;000734;001;1995;14031995;1000236;;;;;;;223572;;1156060;
M113;;280300;P;663187;F;1 ;;;0;0; ;0;30111994;D;000734;001;1995;14031995;1000236;;;;;;;223572;;1156061;
M113;;280300;P;662578;F;2 ;;;2;9; ;;06072007;D;000784;001;2008;25022008;;;;;;;;959317;;4396237;
M113;;280300;P;662579;F;2 ;;;2;9; ;;06072007;D;000784;001;2008;25022008;;;;;;;;959317;;4396242;
M113;;280419;P;663085;F;1 ;;;0;0; ;0;12121992;D;000405;001;1993;19051995;1000409;;;;;;;239212;;1239664;
M113;;280419;P;663104;F;1 ;;;0;0; ;0;12121992;D;000405;001;1993;19051995;1000409;;;;;;;239212;;1239663;
M113;;284508;P;662507;F;1 ;;;0;0; ;;11032003;D;002203;001;2003;13062003;;;;;;;;643179;;3707415;
M113;;284508;P;662522;F;1 ;;;0;0; ;;11032003;D;002203;001;2003;13062003;;;;;;;;643179;;3707416;
M113;;286114;P;662784;F;2 ;;;1;2; ;0;01010001;I;  0000;000;2000;01011992;0000513;;;;;;;220;;596402;
M113;;286114;P;662783;F;2 ;;;1;2; ;0;01010001;I;  0000;000;2000;01011992;0000513;;;;;;;220;;596406;
M113;;286114;P;1046143;F;2 ;;;1;2; ;;23072014;A;003130;001;2014;12082014;;;;;;;;1243884;;5158227;
M113;;286138;P;662103;F;990;PROPR. 4/6+DIR.ABIT.2/6;PROPR. 4/6+DIR.ABIT.2/6;0;0; ;0;05091997;D;002892;001;1998;10121998;1000891;;;;;;;461880;;2366157;
M113;;286138;P;662112;F;990;PROPR. 4/6+DIR.ABIT.2/6;PROPR. 4/6+DIR.ABIT.2/6;0;0; ;0;05091997;D;002892;001;1998;10121998;1000891;;;;;;;461880;;2366158;
M113;;287084;P;663144;F;31 ;;;500;1000; ;0;20021997;A;B00024;001;1997;20021997;1000755;;;;;;;369214;;1743058;
M113;;287084;P;663142;F;31 ;;;500;1000; ;0;20021997;A;B00024;001;1997;20021997;1000755;;;;;;;369214;;1743054;
M113;;287084;P;663143;F;31 ;;;500;1000; ;0;20021997;A;B00024;002;1997;20021997;1000756;;;;;;;369216;;1743065;
M113;;287084;P;663145;F;31 ;;;500;1000; ;0;20021997;A;B00024;002;1997;20021997;1000756;;;;;;;369216;;1743064;
M113;;287101;P;998869;F;1 ;;;0;0; ;;31052012;V;004185;001;2012;31052012;;;;;;;;1148148;;4913553;
M113;;287101;P;998870;F;1 ;;;0;0; ;;31052012;V;004185;001;2012;31052012;;;;;;;;1148148;;4913554;
M113;;287101;P;998864;F;1 ;;;0;0; ;;23012013;D;002351;002;2013;30052013;;;;;;;;1194967;;5033420;
M113;;287101;P;998871;F;1 ;;;0;0; ;;23012013;D;002351;002;2013;30052013;;;;;;;;1194967;;5033421;
M113;;287102;P;662075;F;73 ;;;0;0; ;;05012013;D;004478;001;2013;24102013;;;;;;;;1212219;;5076526;
M113;;287102;P;662076;F;73 ;;;0;0; ;;05012013;D;004478;001;2013;24102013;;;;;;;;1212219;;5076531;
M113;;287108;P;663144;F;1 ;;;0;0; ;0;20021997;A;B00024;001;1997;20021997;1000755;;;;;;;369214;;1743056;
M113;;287108;P;663142;F;1 ;;;0;0; ;0;20021997;A;B00024;001;1997;20021997;1000755;;;;;;;369214;;1743059;
M113;;287110;P;663143;F;1 ;;;0;0; ;0;20021997;A;B00024;002;1997;20021997;1000756;;;;;;;369216;;1743062;
M113;;287110;P;663145;F;1 ;;;0;0; ;0;20021997;A;B00024;002;1997;20021997;1000756;;;;;;;369216;;1743063;
M113;;287110;P;893174;F;1 ;;;0;0; ;;25072008;D;003061;001;2008;26082008;;;;;;;;978938;;4456368;
M113;;287804;P;662394;F;2 ;;;1;2;C;0;08021991;D;001263;001;1991;16051995;1000340;;;;;;;238271;;1237551;
M113;;287804;P;662409;F;2 ;;;1;2;C;0;08021991;D;001263;001;1991;16051995;1000340;;;;;;;238271;;1237553;
M113;;287929;P;663900;F;74 ;;;2;3; ;;07112008;D;001540;001;2009;05052009;;;;;;;;1006867;;4539911;
M113;;287929;P;663900;F;2 ;;;1;3; ;;07112008;D;001540;001;2009;05052009;;;;;;;;1006867;;4539910;
M113;;289020;P;963908;F;3 ;;;0;0; ;;09082011;D;003939;001;2011;10102011;;;;;;;;1103867;;4811181;
M113;;289020;P;1017679;F;1 ;;;0;0; ;0;20022013;V;000994;001;2013;15032013;;;;;;;;1184713;;5008044;
M113;;289448;P;662754;F;2 ;;;1;2;C;0;13071987;D;003180;005;1987;19051995;1000423;;;;;;;239255;;1239956;
M113;;289448;P;662746;F;2 ;;;1;2;C;0;13071987;D;003180;005;1987;19051995;1000423;;;;;;;239255;;1239954;
M113;;289479;P;663257;F;2 ;;;1;2; ;0;23121994;D;000040;001;1995;18051995;1000386;;;;;;;238929;;1239019;
M113;;289479;P;663271;F;2 ;;;1;2; ;0;23121994;D;000040;001;1995;18051995;1000386;;;;;;;238929;;1239022;
M113;;293624;P;662445;F;2 ;;;1;2;C;0;28051996;D;002016;001;1997;01081997;1000817;;;;;;;392966;;2019366;
M113;;293624;P;662459;F;2 ;;;1;2;C;0;28051996;D;002016;001;1997;01081997;1000817;;;;;;;392966;;2019367;
M113;;293624;P;662460;F;2 ;;;1;26; ;;26052005;D;003253;002;2005;03102005;;;;;;;;790707;;3972369;
M113;;294033;P;661571;F;1 ;;;0;0; ;0;09061999;D;001671;001;1999;23061999;1000950;;;;;;;487009;;2498621;
M113;;294994;P;663435;F;2 ;;;1;2; ;0;10021999;D;000765;001;1999;16041999;1000916;;;;;;;477340;;2462715;
M113;;294994;P;663430;F;2 ;;;1;2; ;0;10021999;D;000765;001;1999;16041999;1000916;;;;;;;477340;;2462716;
M113;;295034;P;663035;F;2 ;;;1000;1000; ;0;01010001;A;000240;001;1992;17031993;0000665;;;;;;;54045;;709370;
M113;;295034;P;663049;F;2 ;;;1000;1000; ;0;01010001;A;000240;001;1992;17031993;0000665;;;;;;;54046;;709371;
M113;;295378;P;661978;F;2 ;;;1;2; ;;29041997;D;000287;001;2003;20012003;;;;;;;;626895;;3659921;
M113;;295378;P;661979;F;2 ;;;1;2; ;;29041997;D;000287;001;2003;20012003;;;;;;;;626895;;3659924;
M113;;295378;P;661977;F;2 ;;;1;2; ;;29041997;D;000287;001;2003;20012003;;;;;;;;626895;;3659918;
M113;;295378;P;662912;F;2 ;;;1;2; ;;29041997;D;000287;002;2003;20012003;;;;;;;;626896;;3659927;
M113;;295379;P;661979;F;2 ;;;1;2; ;;29041997;D;000287;001;2003;20012003;;;;;;;;626895;;3659925;
M113;;295379;P;661977;F;2 ;;;1;2; ;;29041997;D;000287;001;2003;20012003;;;;;;;;626895;;3659919;
M113;;295379;P;661978;F;2 ;;;1;2; ;;29041997;D;000287;001;2003;20012003;;;;;;;;626895;;3659922;
M113;;295379;P;662912;F;2 ;;;1;2; ;;29041997;D;000287;002;2003;20012003;;;;;;;;626896;;3659928;
M113;;297197;P;663505;F;32 ;;;0;0;C;0;04061999;D;002332;001;1999;17091999;1000984;;;;;;;497088;;2694056;
M113;;297197;P;663458;F;32 ;;;0;0;C;0;04061999;D;002332;001;1999;17091999;1000984;;;;;;;497088;;2694053;
M113;;297600;P;901358;F;2 ;;;1;2;C;301071;01102010;D;003485;001;2010;29102010;;;;;;;;1062175;;4703554;
M113;;297600;P;901364;F;2 ;;;1;2;C;301071;01102010;D;003485;001;2010;29102010;;;;;;;;1062175;;4703556;
M113;;299773;P;661565;F;1 ;;;0;0; ;;22122011;D;000305;001;2012;27012012;;;;;;;;1116801;;4844424;
M113;;299824;P;662708;F;2 ;;;1;2;C;0;02091985;D;002914;001;1985;16051994;1000180;;;;;;;139682;;922444;
M113;;299824;P;662699;F;2 ;;;1;2;C;0;02091985;D;002914;001;1985;16051994;1000180;;;;;;;139682;;922445;
M113;;299824;P;663490;F;2 ;;;1;2;C;163672;04092009;D;003660;001;2009;10112009;;;;;;;;1025168;;4596869;
M113;;299824;P;663462;F;2 ;;;1;2;C;163672;04092009;D;003660;001;2009;10112009;;;;;;;;1025168;;4596867;
M113;;300619;P;865403;F;73 ;;;0;0; ;0;18052007;V;010643;001;2007;18052007;;;;;;;;925698;;4294323;
M113;;301071;P;901364;F;2 ;;;1;2;C;297600;01102010;D;003485;001;2010;29102010;;;;;;;;1062175;;4703557;
M113;;301071;P;901358;F;2 ;;;1;2;C;297600;01102010;D;003485;001;2010;29102010;;;;;;;;1062175;;4703555;
M113;;302137;P;682113;F;1 ;;;0;0; ;;10072002;D;000186;004;2006;16012006;;;;;;;;801876;;4007192;
M113;;302137;P;682116;F;1 ;;;0;0; ;;10072002;D;000186;004;2006;16012006;;;;;;;;801876;;4007193;
M113;;302140;P;662167;F;0 ;;;0;0; ;0;01010001;I;  0000;000;2000;01011992;0000646;;;;;;;220;;597010;
M113;;302140;P;662177;F;0 ;;;0;0; ;0;01010001;I;  0000;000;2000;01011992;0000646;;;;;;;220;;597013;
M113;;302140;P;662172;F;2 ;;;1;2;C;0;22051992;D;001846;001;1992;20031996;1000667;;;;;;;316857;;1450744;
M113;;302140;P;662162;F;2 ;;;1;2;C;0;22051992;D;001846;001;1992;20031996;1000667;;;;;;;316857;;1450742;
M113;;302140;P;662181;F;2 ;;;1;2;C;0;22051992;D;001846;001;1992;20031996;1000667;;;;;;;316857;;1450746;
M113;;302148;P;663758;F;1 ;;;0;0; ;0;01010001;I;  0000;000;2000;01011992;1000193;;;;;;;220;;597122;
M113;;302148;P;663254;F;1 ;;;0;0; ;0;18071994;A;001787;001;1994;20071994;1000193;;;;;;;162725;;966482;
M113;;302148;P;663253;F;1 ;;;0;0; ;0;18071994;A;001787;001;1994;20071994;1000193;;;;;;;162725;;966483;
M113;;302148;P;661319;F;1 ;;;0;0; ;0;29121989;V;004627;000;1989;15111995;1000193;;;;;;;289831;;1375045;
M113;;302148;P;664055;F;1 ;;;0;0; ;;25122011;D;006844;001;2012;23112012;;;;;;;;1169798;;4970976;
M113;;302173;P;661402;F;1 ;;;0;0; ;0;10091990;V;002293;;1990;06041994;1000167;;;;;;;126662;;898234;
M113;;302173;P;661401;F;1 ;;;0;0; ;0;10091990;V;002293;;1990;06041994;1000167;;;;;;;126662;;898235;
M113;;302173;P;661398;F;2 ;;;1;2; ;0;04121988;D;002604;001;1989;06041994;1000168;;;;;;;126673;;898264;
M113;;302173;P;663477;F;2 ;;;1;2;C;0;13051999;D;001939;001;1999;02081999;1000966;;;;;;;491592;;2587402;
M113;;302173;P;661405;F;1 ;;;0;0; ;0;07091999;D;002531;001;1999;05101999;1000167;;;;;;;499572;;2701279;
M113;;302178;P;661359;F;46 ;;;0;0; ;0;21091990;D;000002;002;1997;03011997;1000730;;;;;;;359981;;1661755;
M113;;302182;P;859669;F;1 ;;;0;0; ;;31032007;A;009666;001;2007;31032007;;;;;;;;917800;;4275311;
M113;;302192;P;663448;F;1 ;;;0;0; ;0;28061999;D;000151;001;2000;26012000;1001014;;;;;;;514028;;2832710;
M113;;302192;P;663488;F;1 ;;;0;0; ;0;28061999;D;000151;001;2000;26012000;1001014;;;;;;;514028;;2832711;
M113;;302192;P;662104;F;3 ;;;0;0; ;;16052011;D;002671;001;2011;13072011;;;;;;;;1093921;;4786862;
M113;;302192;P;662113;F;3 ;;;0;0; ;;16052011;D;002671;001;2011;13072011;;;;;;;;1093921;;4786864;
M113;;302194;P;661398;F;2 ;;;1;2; ;0;04121988;D;002604;001;1989;06041994;1000168;;;;;;;126673;;898266;
M113;;302201;P;695842;F;1 ;;;0;0; ;;01012006;D;012255;001;2007;17082007;;;;;;;;936921;;4328710;
M113;;302201;P;973035;F;1 ;;;0;0; ;;21112011;A;004587;001;2011;25112011;;;;;;;;1109001;;4824651;
M113;;302206;P;663197;F;2 ;;;1;2;C;0;30121993;D;000644;001;1994;06121995;1000593;;;;;;;296845;;1392089;
M113;;302206;P;663208;F;2 ;;;1;2;C;0;30121993;D;000644;001;1994;06121995;1000593;;;;;;;296845;;1392092;
M113;;302206;P;673360;F;2 ;;;1;2;C;128184;29042002;D;003309;001;2002;26112002;;;;;;;;621760;;3641860;
M113;;302206;P;664078;F;2 ;;;1;4; ;;24122010;D;000217;002;2012;25012012;;;;;;;;1116303;;4843013;
M113;;302206;P;994842;F;4 ;;;1;4; ;;24022012;V;003000;001;2012;23032012;;;;;;;;1138930;;4889727;
M113;;302238;P;661451;F;32 ;;;0;0; ;0;15041998;D;001267;002;1998;28051998;1000855;;;;;;;437326;;2224629;
M113;;302238;P;661452;F;32 ;;;0;0; ;0;15041998;D;001267;002;1998;28051998;1000855;;;;;;;437326;;2224631;
M113;;302260;P;663553;F;1 ;;;0;0; ;;28122001;D;003161;001;2002;07112002;;;;;;;;619435;;3635101;
M113;;302260;P;663564;F;1 ;;;0;0; ;;28122001;D;003161;001;2002;07112002;;;;;;;;619435;;3635102;
M113;;302260;P;682296;F;1 ;;;0;0; ;;10072002;D;000186;003;2006;16012006;;;;;;;;801875;;4007191;
M113;;302260;P;682114;F;1 ;;;0;0; ;;03082002;D;000187;001;2006;16012006;;;;;;;;801877;;4007194;
M113;;302260;P;1021883;F;1 ;;;0;0; ;;27052013;D;003026;001;2013;18072013;;;;;;;;1201140;;5049183;
M113;;302260;P;1021885;F;1 ;;;0;0; ;;27052013;D;003026;001;2013;18072013;;;;;;;;1201140;;5049184;
M113;;302515;P;704833;F;2 ;;;1;2;C;200314;25062003;D;000181;001;2004;15012004;;;;;;;;663391;;3767444;
M113;;302515;P;704859;F;2 ;;;1;2;C;200314;25062003;D;000181;001;2004;15012004;;;;;;;;663391;;3767448;
M113;;302515;P;704840;F;2 ;;;1;2;C;200314;25062003;D;000181;001;2004;15012004;;;;;;;;663391;;3767446;
M113;;302778;P;662791;F;1 ;;;1000;1000; ;0;01010001;I;  0000;000;2000;01011992;0000595;;;;;;;220;;596802;
M113;;302778;P;662801;F;1 ;;;1000;1000; ;0;01010001;I;  0000;000;2000;01011992;0000595;;;;;;;220;;596916;
M113;;302778;P;663395;F;1 ;;;0;0; ;0;03021999;D;001060;001;1999;04051999;1000927;;;;;;;479808;;2468278;
M113;;302778;P;662009;F;2 ;;;1;2; ;;16052002;D;000589;001;2003;06022003;;;;;;;;629156;;3666003;
M113;;302778;P;662014;F;2 ;;;1;2; ;;16052002;D;000589;001;2003;06022003;;;;;;;;629156;;3666005;
M113;;303012;P;663166;F;2 ;;;1;2; ;0;27071993;A;002178;001;1993;04081993;1000064;;;;;;;73090;;753205;
M113;;303012;P;663167;F;2 ;;;1;2; ;0;27071993;A;002178;001;1993;04081993;1000064;;;;;;;73090;;753206;
M113;;303012;P;663169;F;2 ;;;1;2; ;0;27071993;A;002178;001;1993;04081993;1000064;;;;;;;73090;;753209;
M113;;303012;P;663168;F;2 ;;;1;2; ;0;27071993;A;002178;001;1993;04081993;1000064;;;;;;;73090;;753201;
M113;;303012;P;663170;F;2 ;;;1;2; ;0;27071993;A;002178;001;1993;04081993;1000064;;;;;;;73090;;753203;
M113;;303012;P;1021899;F;2 ;;;1;2;C;399962;22072013;D;003674;001;2013;03092013;;;;;;;;1205990;;5061521;
M113;;303064;P;663597;F;1 ;;;0;0; ;0;15102001;D;002610;001;2001;05112001;1001169;;;;;;;583324;;3529636;
M113;;303064;P;663588;F;1 ;;;0;0; ;0;15102001;D;002610;001;2001;05112001;1001169;;;;;;;583324;;3529635;
M113;;303064;P;662009;F;2 ;;;1;2; ;;16052002;D;000589;001;2003;06022003;;;;;;;;629156;;3666002;
M113;;303064;P;662014;F;2 ;;;1;2; ;;16052002;D;000589;001;2003;06022003;;;;;;;;629156;;3666004;
M113;;303064;P;663596;F;1 ;;;0;0; ;;16122002;D;000611;001;2003;06022003;;;;;;;;629274;;3666600;
M113;;303795;P;663020;F;2 ;;;2;4; ;;03052005;D;001753;001;2005;23052005;;;;;;;;718389;;3929507;
M113;;303807;P;661200;F;1 ;;;0;0; ;0;31121992;A;003466;001;1992;21011993;0000703;;;;;;;23224;;651865;
M113;;303807;P;661199;F;2 ;;;2;18; ;;08072006;D;001918;001;2008;16052008;;;;;;;;968762;;4424694;
M113;;303807;P;660912;F;2 ;;;1;2; ;;12062005;D;001284;001;2014;24032014;;;;;;;;1229270;;5119058;
M113;;303807;P;660913;F;2 ;;;1;2; ;;12062005;D;001284;001;2014;24032014;;;;;;;;1229270;;5119060;
M113;;303807;P;1039436;F;2 ;;;1;2; ;;18032014;A;001410;001;2014;01042014;;;;;;;;1230101;;5121238;
M113;;303811;P;673350;F;2 ;;;1;2;C;368689;08042002;D;000164;001;2003;13012003;;;;;;;;626072;;3656573;
M113;;303811;P;673356;F;2 ;;;1;2;C;368689;08042002;D;000164;001;2003;13012003;;;;;;;;626072;;3656575;
M113;;303811;P;892295;F;1 ;;;0;0; ;;29072008;D;003357;002;2008;23092008;;;;;;;;981920;;4466309;
M113;;303811;P;892409;F;1 ;;;0;0; ;;29072008;D;003357;002;2008;23092008;;;;;;;;981920;;4466310;
M113;;303811;P;663924;F;2 ;;;1;2; ;;29072008;D;003357;003;2008;23092008;;;;;;;;981921;;4466312;
M113;;303824;P;662700;F;2 ;;;1;2;C;0;02091985;D;002914;002;1985;16051994;1000181;;;;;;;139689;;922467;
M113;;303824;P;662705;F;2 ;;;1;2;C;0;02091985;D;002914;002;1985;16051994;1000181;;;;;;;139689;;922468;
M113;;303835;P;663930;F;2 ;;;1;2; ;0;16121988;D;001243;001;1996;28051996;1000682;;;;;;;329275;;1508052;
M113;;303854;P;661501;F;1 ;;;0;0; ;0;03031989;D;004195;001;1989;25051995;1000487;;;;;;;240439;;1242510;
M113;;303868;P;663231;F;2 ;;;1;2;C;0;22092000;D;002923;001;2000;01122000;1001097;;;;;;;550621;;3237604;
M113;;303868;P;663235;F;2 ;;;1;2;C;0;22092000;D;002923;001;2000;01122000;1001097;;;;;;;550621;;3237606;
M113;;304341;P;663502;F;2 ;;;1;2; ;0;09022000;D;001548;001;2001;18062001;1001135;;;;;;;570984;;3370935;
M113;;304341;P;663456;F;2 ;;;1;2; ;0;09022000;D;001548;001;2001;18062001;1001135;;;;;;;570984;;3370939;
M113;;304341;P;663457;F;2 ;;;1;2; ;0;09022000;D;001548;001;2001;18062001;1001135;;;;;;;570984;;3370937;
M113;;307453;P;663769;F;2 ;;;1;2;C;0;25061996;V;001468;001;1996;25061996;1000489;;;;;;;333171;;1533530;
M113;;307453;P;663770;F;2 ;;;1;2;C;0;25061996;V;001468;001;1996;25061996;1000489;;;;;;;333171;;1533528;
M113;;308072;P;663828;F;1 ;;;0;0; ;0;23101991;D;003931;001;1991;30091993;1000078;;;;;;;83818;;777911;
M113;;308072;P;663829;F;1 ;;;0;0; ;0;28121998;V;003090;001;1998;28121998;1000078;;;;;;;463729;;2370341;
M113;;308212;P;663280;F;2 ;;;1;2;C;0;28121994;D;000041;001;1995;18051995;1000387;;;;;;;238937;;1239037;
M113;;308212;P;663264;F;2 ;;;1;2;C;0;28121994;D;000041;001;1995;18051995;1000387;;;;;;;238937;;1239036;
M113;;308351;P;868281;F;2 ;;;1;2;C;378382;11012008;D;001267;001;2008;27032008;;;;;;;;963134;;4407806;
M113;;308351;P;868308;F;2 ;;;1;2;C;378382;11012008;D;001267;001;2008;27032008;;;;;;;;963134;;4407808;
M113;;308396;P;690823;F;2 ;;;1;2;C;0;28112002;V;003347;001;2002;28112002;;;;;;;;622028;;3642688;
M113;;308396;P;690824;F;2 ;;;1;2;C;0;28112002;V;003347;001;2002;28112002;;;;;;;;622028;;3642690;
M113;;308396;P;690892;F;2 ;;;1;2;C;;28112002;A;003350;001;2002;28112002;;;;;;;;622045;;3642781;
M113;;308775;P;662051;F;73 ;;;0;0; ;0;19121991;D;000666;001;1992;24111993;1000092;;;;;;;94391;;821399;
M113;;308775;P;662050;F;32 ;;;0;0; ;0;19121991;D;000666;002;1992;24111993;1000093;;;;;;;94394;;821404;
M113;;308775;P;662052;F;32 ;;;0;0; ;0;19121991;D;000666;003;1992;24111993;1000094;;;;;;;94406;;821433;
M113;;308775;P;662053;F;32 ;;;0;0; ;0;19121991;D;000666;003;1992;24111993;1000094;;;;;;;94406;;821436;
M113;;308775;P;662054;F;32 ;;;0;0; ;0;19121991;D;000666;004;1992;24111993;1000095;;;;;;;94412;;821448;
M113;;308775;P;662055;F;32 ;;;0;0; ;0;19121991;D;000666;004;1992;24111993;1000095;;;;;;;94412;;821450;
M113;;308775;P;662099;F;1 ;;;0;0; ;0;01081979;D;000792;001;1980;15051995;1000301;;;;;;;237740;;1236609;
