CodiceAmministrativo;Sezione;IdentificativoSoggetto;TipoSoggetto;IdentificativoImmobile;TipoImmobile;CodiceDiritto;TitoloNonCodificatoIta;TitoloNonCodificatoTed;QuotaNumeratore;QuotaDenominatore;Regime;SoggettoDiRiferimento;DataDiValidita;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiRegistrazioneInAtti;Partita;DataDiValidita;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiRegistrazioneInAtti;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;IdentificativoTitolarita;
M113;;706223;P;662093;F;2 ;;;1;3; ;;26052011;D;000113;001;2012;23012012;;;;;;;;1115600;;4841136;
M113;;706223;P;662093;F;74 ;;;2;3; ;;26052011;D;000113;001;2012;23012012;;;;;;;;1115600;;4841137;
M113;;706223;P;662094;F;2 ;;;1;3; ;;26052011;D;000113;001;2012;23012012;;;;;;;;1115600;;4841140;
M113;;706223;P;662094;F;74 ;;;2;3; ;;26052011;D;000113;001;2012;23012012;;;;;;;;1115600;;4841141;
M113;;706484;P;663072;F;4 ;;;1;2; ;;19122012;D;000185;001;2013;18012013;;;;;;;;1176633;;4988471;
M113;;706484;P;663073;F;4 ;;;1;2; ;;19122012;D;000185;001;2013;18012013;;;;;;;;1176633;;4988475;
M113;;706560;P;865933;F;2 ;;;1;4; ;;23112011;D;000282;001;2012;26012012;;;;;;;;1116611;;4843931;
M113;;706799;P;663394;F;2 ;;;1;2;C;706800;30122011;D;000411;001;2012;01022012;;;;;;;;1117496;;4845980;
M113;;706799;P;663386;F;2 ;;;1;2;C;706800;30122011;D;000411;001;2012;01022012;;;;;;;;1117496;;4845978;
M113;;706800;P;663394;F;2 ;;;1;2;C;706799;30122011;D;000411;001;2012;01022012;;;;;;;;1117496;;4845981;
M113;;706800;P;663386;F;2 ;;;1;2;C;706799;30122011;D;000411;001;2012;01022012;;;;;;;;1117496;;4845979;
M113;;706801;P;663385;F;2 ;;;1;2;C;422293;30122011;D;000411;002;2012;01022012;;;;;;;;1117497;;4845982;
M113;;706801;P;663391;F;2 ;;;1;2;C;422293;30122011;D;000411;002;2012;01022012;;;;;;;;1117497;;4845984;
M113;;706802;P;663392;F;2 ;;;1;2;C;518648;30122011;D;000411;003;2012;01022012;;;;;;;;1117498;;4845989;
M113;;706802;P;663387;F;2 ;;;1;2;C;518648;30122011;D;000411;003;2012;01022012;;;;;;;;1117498;;4845987;
M113;;707146;P;961701;F;2 ;;;1;2;C;400023;10112011;D;000573;003;2012;09022012;;;;;;;;1118814;;4849505;
M113;;707612;P;978723;F;1 ;;;0;0; ;;25012012;A;000760;001;2012;17022012;;;;;;;;1120287;;4853088;
M113;;709018;P;993707;F;2 ;;;1;5; ;;13032012;A;002855;001;2012;13032012;;;;;;;;1136966;;4884869;
M113;;710032;P;993707;F;2 ;;;1;5; ;;13032012;A;002855;001;2012;13032012;;;;;;;;1136966;;4884868;
M113;;711163;P;993333;F;1 ;;;0;0; ;;13032012;A;002805;001;2012;13032012;;;;;;;;1136592;;4884389;
M113;;712804;P;758430;F;2 ;;;1;2; ;;28122011;D;002925;001;2012;19032012;;;;;;;;1138163;;4887663;
M113;;712804;P;758424;F;2 ;;;1;2; ;;28122011;D;002925;001;2012;19032012;;;;;;;;1138163;;4887661;
M113;;713302;P;662751;F;4 ;;;1;4; ;;21092011;D;003120;001;2012;03042012;;;;;;;;1140058;;4892572;
M113;;713302;P;662756;F;4 ;;;1;4; ;;21092011;D;003120;001;2012;03042012;;;;;;;;1140058;;4892575;
M113;;713587;P;663389;F;2 ;;;1;2;C;578774;14032012;D;003247;001;2012;11042012;;;;;;;;1141069;;4894883;
M113;;713587;P;663388;F;2 ;;;1;2;C;578774;14032012;D;003247;001;2012;11042012;;;;;;;;1141069;;4894881;
M113;;713591;P;661379;F;2 ;;;1;2; ;;29112012;D;002760;001;2013;01072013;;;;;;;;1198805;;5042886;
M113;;713591;P;661378;F;2 ;;;1;2; ;;29112012;D;002760;001;2013;01072013;;;;;;;;1198805;;5042884;
M113;;713593;P;661379;F;2 ;;;1;2; ;;29112012;D;002760;001;2013;01072013;;;;;;;;1198805;;5042887;
M113;;713593;P;661378;F;2 ;;;1;2; ;;29112012;D;002760;001;2013;01072013;;;;;;;;1198805;;5042885;
M113;;714313;P;663204;F;2 ;;;1;2; ;;23122011;D;003603;001;2012;03052012;;;;;;;;1143701;;4902220;
M113;;714313;P;663213;F;2 ;;;1;2; ;;23122011;D;003603;001;2012;03052012;;;;;;;;1143701;;4902222;
M113;;714314;P;663204;F;2 ;;;1;2; ;;23122011;D;003603;001;2012;03052012;;;;;;;;1143701;;4902221;
M113;;714314;P;663213;F;2 ;;;1;2; ;;23122011;D;003603;001;2012;03052012;;;;;;;;1143701;;4902223;
M113;;714595;P;978620;F;2 ;;;1;2; ;;07032012;D;003731;001;2012;09052012;;;;;;;;1144716;;4904684;
M113;;714595;P;978276;F;2 ;;;1;2; ;;07032012;D;003731;001;2012;09052012;;;;;;;;1144716;;4904686;
M113;;714595;P;978278;F;2 ;;;1;2; ;;07032012;D;003731;001;2012;09052012;;;;;;;;1144716;;4904688;
M113;;715113;P;894069;F;4 ;;;1;3; ;;27032011;D;003939;001;2012;21052012;;;;;;;;1146557;;4909489;
M113;;715113;P;894021;F;4 ;;;1;6; ;;27032011;D;003939;002;2012;21052012;;;;;;;;1146558;;4909495;
M113;;715114;P;894069;F;4 ;;;1;3; ;;27032011;D;003939;001;2012;21052012;;;;;;;;1146557;;4909491;
M113;;715114;P;894021;F;4 ;;;1;6; ;;27032011;D;003939;002;2012;21052012;;;;;;;;1146558;;4909497;
M113;;715457;P;994843;F;1 ;;;0;0; ;;02042012;D;004151;001;2012;30052012;;;;;;;;1147893;;4912984;
M113;;715482;P;998863;F;1 ;;;0;0; ;;23012013;D;002351;001;2013;30052013;;;;;;;;1194966;;5033419;
M113;;715482;P;663941;F;1 ;;;0;0; ;;23012013;D;002351;001;2013;30052013;;;;;;;;1194966;;5033418;
M113;;716731;P;1015184;F;1 ;;;0;0; ;;29042013;D;004275;003;2013;08102013;;;;;;;;1210476;;5072205;
M113;;716731;P;662553;F;1 ;;;0;0; ;;29042013;D;004275;003;2013;08102013;;;;;;;;1210476;;5072204;
M113;;716731;P;662550;F;1 ;;;0;0; ;;29042013;D;004275;003;2013;08102013;;;;;;;;1210476;;5072203;
M113;;716731;P;1009340;F;2 ;;;1;3; ;;29042013;D;004275;004;2013;08102013;;;;;;;;1210477;;5072208;
M113;;716871;P;1002773;F;73 ;;;0;0; ;;02112009;D;005237;002;2012;30072012;;;;;;;;1156260;;4934964;
M113;;716962;P;662697;F;4 ;;;1;3; ;;29072013;D;004462;001;2013;23102013;;;;;;;;1212054;;5076095;
M113;;716962;P;662698;F;4 ;;;1;3; ;;29072013;D;004462;001;2013;23102013;;;;;;;;1212054;;5076099;
M113;;717021;P;663298;F;4 ;;;1;6; ;;17072008;D;004905;001;2012;10072012;;;;;;;;1153625;;4928327;
M113;;717021;P;663297;F;4 ;;;1;6; ;;17072008;D;004905;001;2012;10072012;;;;;;;;1153625;;4928323;
M113;;717021;P;663293;F;4 ;;;1;6; ;;17072008;D;004905;001;2012;10072012;;;;;;;;1153625;;4928319;
M113;;717022;P;663298;F;4 ;;;1;6; ;;17072008;D;004905;001;2012;10072012;;;;;;;;1153625;;4928328;
M113;;717022;P;663297;F;4 ;;;1;6; ;;17072008;D;004905;001;2012;10072012;;;;;;;;1153625;;4928324;
M113;;717022;P;663293;F;4 ;;;1;6; ;;17072008;D;004905;001;2012;10072012;;;;;;;;1153625;;4928320;
M113;;717280;P;711446;F;1 ;;;0;0; ;;24052012;D;005005;001;2012;17072012;;;;;;;;1154527;;4930688;
M113;;717280;P;711440;F;1 ;;;0;0; ;;24052012;D;005005;001;2012;17072012;;;;;;;;1154527;;4930687;
M113;;717366;P;661403;F;2 ;;;1;2;C;717367;09032000;D;005059;001;2012;18072012;;;;;;;;1154854;;4931449;
M113;;717367;P;661403;F;2 ;;;1;2;C;717366;09032000;D;005059;001;2012;18072012;;;;;;;;1154854;;4931450;
M113;;717664;P;1008157;F;2 ;;;1;21; ;;15102012;A;006509;001;2012;30102012;;;;;;;;1167033;;4963141;
M113;;717782;P;1002772;F;2 ;;;2;6; ;;02112009;D;005237;001;2012;30072012;;;;;;;;1156259;;4934959;
M113;;717782;P;1002771;F;2 ;;;2;6; ;;02112009;D;005237;001;2012;30072012;;;;;;;;1156259;;4934954;
M113;;717782;P;1002773;F;4 ;;;2;6; ;;02112009;D;005237;002;2012;30072012;;;;;;;;1156260;;4934965;
M113;;717782;P;1002774;F;74 ;;;4;6; ;;02112009;D;005237;004;2012;19092012;;;;;;;;1162049;;4949675;
M113;;717782;P;1002774;F;2 ;;;2;6; ;;02112009;D;005237;004;2012;19092012;;;;;;;;1162049;;4949674;
M113;;717782;P;1012733;F;2 ;;;2;6; ;;23112012;A;007294;001;2012;27122012;;;;;;;;1174135;;4982224;
M113;;717783;P;1002771;F;2 ;;;1;6; ;;02112009;D;005237;001;2012;30072012;;;;;;;;1156259;;4934955;
M113;;717783;P;1002772;F;2 ;;;1;6; ;;02112009;D;005237;001;2012;30072012;;;;;;;;1156259;;4934960;
M113;;717783;P;1002773;F;4 ;;;1;6; ;;02112009;D;005237;002;2012;30072012;;;;;;;;1156260;;4934966;
M113;;717783;P;1002774;F;4 ;;;1;6; ;;02112009;D;005237;004;2012;19092012;;;;;;;;1162049;;4949679;
M113;;717783;P;1012733;F;2 ;;;1;6; ;;23112012;A;007294;001;2012;27122012;;;;;;;;1174135;;4982225;
M113;;717784;P;1002773;F;4 ;;;1;6; ;;02112009;D;005237;002;2012;30072012;;;;;;;;1156260;;4934968;
M113;;719439;P;663585;F;32 ;;;0;0; ;;02082012;D;005929;001;2012;20092012;;;;;;;;1162285;;4950245;
M113;;720653;P;1008157;F;2 ;;;2;21; ;;15102012;A;006509;001;2012;30102012;;;;;;;;1167033;;4963138;
M113;;720654;P;1008157;F;2 ;;;2;21; ;;15102012;A;006509;001;2012;30102012;;;;;;;;1167033;;4963139;
M113;;720655;P;1008157;F;2 ;;;2;21; ;;15102012;A;006509;001;2012;30102012;;;;;;;;1167033;;4963142;
M113;;720656;P;1008157;F;2 ;;;2;21; ;;15102012;A;006509;001;2012;30102012;;;;;;;;1167033;;4963144;
M113;;721145;P;662311;F;1 ;;;0;0; ;;15052012;D;006700;002;2012;15112012;;;;;;;;1168730;;4967988;
M113;;721497;P;662874;F;2 ;;;1000;1000; ;;24032014;D;003793;001;2014;23092014;;;;;;;;1248059;;5169830;
M113;;721624;P;661612;F;2 ;;;1;3; ;;27042011;D;006940;001;2012;29112012;;;;;;;;1170435;;4972869;
M113;;721624;P;661613;F;2 ;;;1;3; ;;27042011;D;006940;001;2012;29112012;;;;;;;;1170435;;4972872;
M113;;721624;P;661614;F;2 ;;;1;3; ;;27042011;D;006940;001;2012;29112012;;;;;;;;1170435;;4972875;
M113;;721959;P;1010970;F;2 ;;;1;4; ;;15112012;A;007100;001;2012;10122012;;;;;;;;1172009;;4976739;
M113;;721960;P;1010970;F;2 ;;;1;4; ;;15112012;A;007100;001;2012;10122012;;;;;;;;1172009;;4976740;
M113;;721961;P;1010970;F;2 ;;;1;4; ;;15112012;A;007100;001;2012;10122012;;;;;;;;1172009;;4976741;
M113;;723046;P;1013942;F;1 ;;;0;0; ;;06122012;A;007450;001;2012;18012013;;;;;;;;1176642;;4988517;
M113;;723046;P;1013945;F;1 ;;;0;0; ;;06122012;A;007450;001;2012;18012013;;;;;;;;1176642;;4988520;
M113;;723046;P;1013944;F;1 ;;;0;0; ;;06122012;A;007450;001;2012;18012013;;;;;;;;1176642;;4988519;
M113;;723046;P;1013943;F;1 ;;;0;0; ;;06122012;A;007450;001;2012;18012013;;;;;;;;1176642;;4988518;
M113;;723305;P;662704;F;2 ;;;1;3; ;;31052012;D;000285;001;2013;30012013;;;;;;;;1178336;;4992494;
M113;;723305;P;662707;F;2 ;;;1;3; ;;31052012;D;000285;001;2013;30012013;;;;;;;;1178336;;4992497;
M113;;723305;P;662706;F;4 ;;;1;6; ;;31052012;D;000285;002;2013;30012013;;;;;;;;1178337;;4992505;
M113;;723305;P;662702;F;4 ;;;1;6; ;;31052012;D;000285;002;2013;30012013;;;;;;;;1178337;;4992501;
M113;;723306;P;662704;F;2 ;;;1;3; ;;31052012;D;000285;001;2013;30012013;;;;;;;;1178336;;4992495;
M113;;723306;P;662707;F;2 ;;;1;3; ;;31052012;D;000285;001;2013;30012013;;;;;;;;1178336;;4992498;
M113;;723306;P;662706;F;4 ;;;1;6; ;;31052012;D;000285;002;2013;30012013;;;;;;;;1178337;;4992506;
M113;;723306;P;662702;F;4 ;;;1;6; ;;31052012;D;000285;002;2013;30012013;;;;;;;;1178337;;4992502;
M113;;723435;P;662803;F;2 ;;;1;18; ;;19052009;D;000282;001;2013;30012013;;;;;;;;1178324;;4992411;
M113;;723435;P;662810;F;2 ;;;1;18; ;;19052009;D;000282;001;2013;30012013;;;;;;;;1178324;;4992403;
M113;;723435;P;662811;F;4 ;;;1;18; ;;19052009;D;000282;002;2013;30012013;;;;;;;;1178325;;4992429;
M113;;723435;P;662802;F;4 ;;;1;18; ;;19052009;D;000282;002;2013;30012013;;;;;;;;1178325;;4992420;
M113;;723436;P;662810;F;2 ;;;1;18; ;;19052009;D;000282;001;2013;30012013;;;;;;;;1178324;;4992404;
M113;;723436;P;662803;F;2 ;;;1;18; ;;19052009;D;000282;001;2013;30012013;;;;;;;;1178324;;4992412;
M113;;723436;P;662802;F;4 ;;;1;18; ;;19052009;D;000282;002;2013;30012013;;;;;;;;1178325;;4992421;
M113;;723436;P;662811;F;4 ;;;1;18; ;;19052009;D;000282;002;2013;30012013;;;;;;;;1178325;;4992430;
M113;;723507;P;1009174;F;1 ;;;0;0; ;;04122012;D;000318;002;2013;31012013;;;;;;;;1178631;;4993234;
M113;;723669;P;661314;F;2 ;;;1;1; ;;19112011;D;000378;001;2013;06022013;;;;;;;;1179325;;4994937;
M113;;723669;P;661315;F;2 ;;;1;1; ;;19112011;D;000378;001;2013;06022013;;;;;;;;1179325;;4994938;
M113;;724307;P;664157;F;2 ;;;500;1000; ;;19092011;D;000612;001;2013;26022013;;;;;;;;1181882;;5001268;
M113;;724307;P;664153;F;2 ;;;500;1000; ;;19092011;D;000612;001;2013;26022013;;;;;;;;1181882;;5001267;
M113;;724307;P;664142;F;2 ;;;1;2; ;;19092011;D;000612;002;2013;26022013;;;;;;;;1181883;;5001269;
M113;;724307;P;664148;F;2 ;;;1;2; ;;19092011;D;000612;002;2013;26022013;;;;;;;;1181883;;5001270;
M113;;724307;P;664149;F;2 ;;;1;2; ;;19092011;D;000612;002;2013;26022013;;;;;;;;1181883;;5001271;
M113;;724307;P;664151;F;2 ;;;1;2; ;;19092011;D;000612;002;2013;26022013;;;;;;;;1181883;;5001272;
M113;;724815;P;661919;F;1 ;;;0;0; ;;18012013;D;000886;001;2013;12032013;;;;;;;;1184097;;5006494;
M113;;724815;P;961696;F;1 ;;;0;0; ;;18012013;D;000886;001;2013;12032013;;;;;;;;1184097;;5006495;
M113;;725935;P;940984;F;2 ;;;1;2; ;;26032013;D;001591;001;2013;16042013;;;;;;;;1188883;;5018803;
M113;;725936;P;940984;F;2 ;;;1;2; ;;26032013;D;001591;001;2013;16042013;;;;;;;;1188883;;5018804;
M113;;726544;P;664049;F;1 ;;;0;0; ;;25032013;D;001955;001;2013;09052013;;;;;;;;1191712;;5024858;
M113;;726544;P;661412;F;1 ;;;0;0; ;;25032013;D;001955;001;2013;09052013;;;;;;;;1191712;;5024857;
M113;;726544;P;661411;F;3 ;;;0;0; ;;25032013;D;001955;002;2013;09052013;;;;;;;;1191713;;5024859;
M113;;726546;P;663653;F;4 ;;;2;9; ;;28032012;D;001957;001;2013;09052013;;;;;;;;1191722;;5024891;
M113;;726546;P;663651;F;4 ;;;2;9; ;;28032012;D;001957;001;2013;09052013;;;;;;;;1191722;;5024896;
M113;;727417;P;663233;F;1 ;;;0;0; ;;05021997;D;002395;001;2013;04062013;;;;;;;;1195549;;5034791;
M113;;727469;P;1018380;F;2 ;;;1;2;C;652759;09042013;D;002413;001;2013;05062013;;;;;;;;1195793;;5035475;
M113;;727553;P;661585;F;2 ;;;1;1; ;;10112000;D;002583;001;2002;23092002;;;;;;;;614278;;3620028;
M113;;727553;P;661578;F;2 ;;;1;2; ;;25112008;D;000125;001;2009;15012009;;;;;;;;994149;;4503387;
M113;;727553;P;661576;F;2 ;;;1;2; ;;25112008;D;000125;001;2009;15012009;;;;;;;;994149;;4503385;
M113;;727553;P;859572;F;2 ;;;1;2; ;;25112008;D;000506;001;2010;10022010;;;;;;;;1035035;;4625994;
M113;;728714;P;1021902;F;1 ;;;0;0; ;;27052013;D;002997;001;2013;17072013;;;;;;;;1200965;;5048527;
M113;;728714;P;1021894;F;1 ;;;0;0; ;;27052013;D;002997;001;2013;17072013;;;;;;;;1200965;;5048526;
M113;;728752;P;1021893;F;3 ;;;0;0; ;;31052013;D;003028;001;2013;18072013;;;;;;;;1201142;;5049188;
M113;;728752;P;1021895;F;3 ;;;0;0; ;;09092013;D;000064;001;2014;08012014;;;;;;;;1220137;;5095776;
M113;;728752;P;1021897;F;3 ;;;0;0; ;;09092013;D;000064;001;2014;08012014;;;;;;;;1220137;;5095778;
M113;;728753;P;1021893;F;32 ;;;0;0; ;;31052013;D;003028;001;2013;18072013;;;;;;;;1201142;;5049189;
M113;;728753;P;1021897;F;32 ;;;0;0; ;;09092013;D;000064;001;2014;08012014;;;;;;;;1220137;;5095779;
M113;;728753;P;1021895;F;32 ;;;0;0; ;;09092013;D;000064;001;2014;08012014;;;;;;;;1220137;;5095777;
M113;;728921;P;1026577;F;1 ;;;0;0; ;;17072013;A;003136;001;2013;23072013;;;;;;;;1201765;;5050951;
M113;;728955;P;663493;F;1 ;;;0;0; ;;04072013;D;003160;001;2013;24072013;;;;;;;;1201850;;5051089;
M113;;728955;P;663453;F;1 ;;;0;0; ;;04072013;D;003160;001;2013;24072013;;;;;;;;1201850;;5051090;
M113;;729047;P;1026704;F;1 ;;;0;0; ;;17062013;A;003220;001;2013;26072013;;;;;;;;1202197;;5051829;
M113;;729181;P;1009326;F;1 ;;;0;0; ;;17022014;D;001256;002;2014;21032014;;;;;;;;1229063;;5118478;
M113;;729594;P;663852;F;3 ;;;0;0; ;;25072013;D;003467;001;2013;13082013;;;;;;;;1204223;;5057279;
M113;;729594;P;663853;F;3 ;;;0;0; ;;25072013;D;003467;001;2013;13082013;;;;;;;;1204223;;5057283;
M113;;729598;P;894357;F;1 ;;;0;0; ;;28062013;D;003471;001;2013;13082013;;;;;;;;1204231;;5057302;
M113;;729598;P;894355;F;1 ;;;0;0; ;;28062013;D;003471;001;2013;13082013;;;;;;;;1204231;;5057301;
M113;;730058;P;663466;F;1 ;;;0;0; ;;20052013;D;003708;001;2013;05092013;;;;;;;;1206226;;5062052;
M113;;730058;P;663492;F;1 ;;;0;0; ;;20052013;D;003708;001;2013;05092013;;;;;;;;1206226;;5062051;
M113;;731118;P;1027628;F;2 ;;;1;2;C;731119;23082013;D;004266;001;2013;08102013;;;;;;;;1210436;;5072086;
M113;;731118;P;1027629;F;2 ;;;1;2;C;731119;23082013;D;004266;001;2013;08102013;;;;;;;;1210436;;5072088;
M113;;731119;P;1027628;F;2 ;;;1;2;C;731118;23082013;D;004266;001;2013;08102013;;;;;;;;1210436;;5072087;
M113;;731119;P;1027629;F;2 ;;;1;2;C;731118;23082013;D;004266;001;2013;08102013;;;;;;;;1210436;;5072089;
M113;;731127;P;1009340;F;2 ;;;4;54; ;;29042013;D;004274;004;2013;08102013;;;;;;;;1210470;;5072172;
M113;;731310;P;661583;F;31 ;;;1;2;C;373107;30082013;D;004351;001;2013;15102013;;;;;;;;1211148;;5074001;
M113;;731310;P;661581;F;31 ;;;1;2;C;373107;30082013;D;004351;001;2013;15102013;;;;;;;;1211148;;5074005;
M113;;731618;P;662075;F;4 ;;;1;4; ;;05012013;D;004478;001;2013;24102013;;;;;;;;1212219;;5076529;
M113;;731618;P;662076;F;4 ;;;1;4; ;;05012013;D;004478;001;2013;24102013;;;;;;;;1212219;;5076534;
M113;;731710;P;1021896;F;2 ;;;2;10; ;;24092013;D;004514;001;2013;29102013;;;;;;;;1212574;;5077288;
M113;;731710;P;1021903;F;2 ;;;2;10; ;;24092013;D;004514;001;2013;29102013;;;;;;;;1212574;;5077290;
M113;;732591;P;663577;F;3 ;;;0;0; ;;24102013;D;004924;002;2013;27112013;;;;;;;;1216066;;5085879;
M113;;732591;P;663556;F;3 ;;;0;0; ;;24102013;D;004924;002;2013;27112013;;;;;;;;1216066;;5085877;
M113;;732884;P;993328;F;2 ;;;1;2; ;;27102012;D;005029;001;2013;05122013;;;;;;;;1217208;;5088766;
M113;;732884;P;663683;F;2 ;;;1;2; ;;27102012;D;005029;001;2013;05122013;;;;;;;;1217208;;5088762;
M113;;732884;P;663678;F;2 ;;;1;2; ;;27102012;D;005029;001;2013;05122013;;;;;;;;1217208;;5088760;
M113;;732884;P;663697;F;2 ;;;1;2; ;;27102012;D;005029;001;2013;05122013;;;;;;;;1217208;;5088764;
M113;;732885;P;663697;F;2 ;;;1;2; ;;27102012;D;005029;001;2013;05122013;;;;;;;;1217208;;5088765;
M113;;732885;P;663683;F;2 ;;;1;2; ;;27102012;D;005029;001;2013;05122013;;;;;;;;1217208;;5088763;
M113;;732885;P;663678;F;2 ;;;1;2; ;;27102012;D;005029;001;2013;05122013;;;;;;;;1217208;;5088761;
M113;;732885;P;993328;F;2 ;;;1;2; ;;27102012;D;005029;001;2013;05122013;;;;;;;;1217208;;5088767;
M113;;733039;P;704848;F;1 ;;;0;0; ;;05112013;D;005114;001;2013;11122013;;;;;;;;1217961;;5090473;
M113;;733039;P;704826;F;1 ;;;0;0; ;;05112013;D;005114;001;2013;11122013;;;;;;;;1217961;;5090472;
M113;;734619;P;661309;F;2 ;;;1;5; ;;06092012;D;000491;001;2014;10022014;;;;;;;;1224217;;5105878;
M113;;734620;P;661309;F;2 ;;;1;5; ;;06092012;D;000491;001;2014;10022014;;;;;;;;1224217;;5105879;
M113;;735000;P;661065;F;2 ;;;1;2; ;;24012014;D;000759;001;2014;21022014;;;;;;;;1225892;;5110401;
M113;;735001;P;661065;F;2 ;;;1;2; ;;24012014;D;000759;001;2014;21022014;;;;;;;;1225892;;5110402;
M113;;735002;P;922831;F;2 ;;;40;100; ;;20012014;D;000760;001;2014;21022014;;;;;;;;1225894;;5110404;
M113;;735002;P;922835;F;2 ;;;40;100; ;;20012014;D;000760;001;2014;21022014;;;;;;;;1225894;;5110406;
M113;;735135;P;1029129;F;1 ;;;0;0; ;;24092013;D;000876;001;2014;27022014;;;;;;;;1226541;;5112126;
M113;;735135;P;1045452;F;1 ;;;0;0; ;;01072014;V;002927;001;2014;29072014;;;;;;;;1242326;;5154131;
M113;;735512;P;661066;F;1 ;;;0;0; ;;13122013;D;001077;001;2014;12032014;;;;;;;;1227905;;5115592;
M113;;735514;P;868282;F;1 ;;;0;0; ;;17122013;D;001078;001;2014;12032014;;;;;;;;1227907;;5115599;
M113;;735514;P;868328;F;1 ;;;0;0; ;;17122013;D;001078;001;2014;12032014;;;;;;;;1227907;;5115600;
M113;;737286;P;662342;F;2 ;;;1000;1000; ;;19052014;D;002576;001;2014;02072014;;;;;;;;1239107;;5145939;
M113;;737286;P;662341;F;2 ;;;1000;1000; ;;19052014;D;002576;001;2014;02072014;;;;;;;;1239107;;5145938;
M113;;737895;P;661857;F;1 ;;;0;0; ;;24012014;D;002227;001;2014;10062014;;;;;;;;1236883;;5140090;
M113;;738303;P;1042617;F;4 ;;;1;2; ;;09092014;D;004193;002;2014;22102014;;;;;;;;1251718;;5179216;
M113;;738304;P;1042617;F;4 ;;;1;2; ;;09092014;D;004193;002;2014;22102014;;;;;;;;1251718;;5179215;
M113;;738349;P;663044;F;1 ;;;0;0; ;;06022014;D;002496;001;2014;26062014;;;;;;;;1238693;;5144734;
M113;;738349;P;663054;F;1 ;;;0;0; ;;06022014;D;002496;001;2014;26062014;;;;;;;;1238693;;5144735;
M113;;738371;P;662215;F;73 ;;;0;0; ;;18012014;D;002506;001;2014;27062014;;;;;;;;1238751;;5144889;
M113;;738371;P;662213;F;73 ;;;0;0; ;;18012014;D;002506;001;2014;27062014;;;;;;;;1238751;;5144887;
M113;;738487;P;661568;F;1 ;;;0;0; ;;18042014;D;002588;001;2014;02072014;;;;;;;;1239135;;5146011;
M113;;738680;P;1031779;F;1 ;;;0;0; ;;22012014;D;002693;001;2014;08072014;;;;;;;;1239863;;5147836;
M113;;738680;P;662487;F;1 ;;;0;0; ;;22012014;D;002693;001;2014;08072014;;;;;;;;1239863;;5147835;
M113;;738680;P;1031785;F;1 ;;;0;0; ;;22012014;D;002693;001;2014;08072014;;;;;;;;1239863;;5147837;
M113;;739375;P;677568;F;1 ;;;0;0; ;;12032014;D;002961;001;2014;30072014;;;;;;;;1242510;;5154771;
M113;;739381;P;661296;F;1 ;;;0;0; ;;16042014;D;002971;001;2014;30072014;;;;;;;;1242540;;5154820;
M113;;739756;P;662800;F;1 ;;;0;0; ;;20022014;D;003174;001;2014;13082014;;;;;;;;1244100;;5158837;
M113;;739756;P;662797;F;1 ;;;0;0; ;;20022014;D;003174;001;2014;13082014;;;;;;;;1244100;;5158836;
M113;;741511;P;661156;F;1 ;;;0;0; ;;16052014;D;004046;001;2014;15102014;;;;;;;;1250633;;5176375;
M113;;741802;P;663713;F;2 ;;;1;3; ;;27052014;D;004159;001;2014;22102014;;;;;;;;1251545;;5178914;
M113;;741803;P;663713;F;2 ;;;1;3; ;;27052014;D;004159;001;2014;22102014;;;;;;;;1251545;;5178915;
M113;;741819;P;663779;F;73 ;;;0;0; ;;23021996;D;004170;001;2014;22102014;;;;;;;;1251635;;5179054;
M113;;741824;P;1042617;F;32 ;;;0;0; ;;09092014;D;004193;002;2014;22102014;;;;;;;;1251718;;5179217;
M113;;742210;P;662678;F;1 ;;;0;0; ;;30092014;D;004409;001;2014;05112014;;;;;;;;1253306;;5183163;
M113;;742210;P;662652;F;1 ;;;0;0; ;;30092014;D;004409;001;2014;05112014;;;;;;;;1253306;;5183162;
M113;;742248;P;663687;F;2 ;;;1;3; ;;01012014;D;004429;001;2014;05112014;;;;;;;;1253428;;5183475;
M113;;742248;P;663734;F;2 ;;;1;3; ;;01012014;D;004429;001;2014;05112014;;;;;;;;1253428;;5183478;
M113;;742248;P;663736;F;2 ;;;1;3; ;;01012014;D;004429;001;2014;05112014;;;;;;;;1253428;;5183472;
M113;;742248;P;662902;F;2 ;;;1;3; ;;01012014;D;004429;001;2014;05112014;;;;;;;;1253428;;5183469;
M113;;742248;P;663737;F;4 ;;;1;3; ;;01012014;D;004429;002;2014;05112014;;;;;;;;1253429;;5183486;
M113;;742248;P;663735;F;4 ;;;1;3; ;;01012014;D;004429;002;2014;05112014;;;;;;;;1253429;;5183482;
M113;;742249;P;663734;F;2 ;;;1;3; ;;01012014;D;004429;001;2014;05112014;;;;;;;;1253428;;5183479;
M113;;742249;P;663687;F;2 ;;;1;3; ;;01012014;D;004429;001;2014;05112014;;;;;;;;1253428;;5183476;
M113;;742249;P;663736;F;2 ;;;1;3; ;;01012014;D;004429;001;2014;05112014;;;;;;;;1253428;;5183473;
M113;;742249;P;662902;F;2 ;;;1;3; ;;01012014;D;004429;001;2014;05112014;;;;;;;;1253428;;5183470;
M113;;742249;P;663735;F;4 ;;;1;3; ;;01012014;D;004429;002;2014;05112014;;;;;;;;1253429;;5183483;
