E227; ;354560;F;4;1; ;A03;02;8;198;616000;318,14;;;;;;T;;;;23091986;12082011;V;052564;001;2011;;;;;;;;;3537242;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354560;F;4;2;;0024;00238;;;;
E227; ;354560;F;4;3;236;G. MARCONI;000011;000009;;415;
E227; ;354562;F;2;1; ;C02;01;80;;168000;86,76;;;;;;T;;;;01010001;12082011;V;053033;001;2011;;;;;;;;;3537711;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;;
E227; ;354562;F;2;2;;0024;00239;;0002;;
E227; ;354562;F;2;3;236;S. PELLICO;;;;438;
E227; ;354567;F;3;1; ;A03;02;5,5;116;423500;218,72;;;;;;T;;;;09041998;12082011;V;053034;001;2011;;;;;;;;;3537712;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;;
E227; ;354567;F;3;2;;0024;00240;;0006;;
E227; ;354567;F;3;3;236;S. PELLICO;000028;;;438;
E227; ;354568;F;3;1; ;A03;03;7,5;175;675000;348,61;;;;;;T;0001;;;09041998;12082011;V;053035;001;2011;;;;;;;;;3537713;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;;
E227; ;354568;F;3;2;;0024;00240;;0007;;
E227; ;354568;F;3;3;236;S. PELLICO;000028;;;438;
E227; ;354572;F;3;1; ;A03;03;7,5;181;675000;348,61;;;;;;;;;;02011987;25101995;V;000008;001;1987;;;;;;;1000814;;1444684;;;01021999;CLS;;;;;
E227; ;354572;F;3;2;;0024;00241;;0004;;
E227; ;354572;F;3;3;236;DE GIOSA;;;;46;
E227; ;354573;F;2;1; ;A04;03;4,5;124;346500;178,95;;;;;;T;;;;01010001;12082011;V;052565;001;2011;;;;;;;;;3537243;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;;
E227; ;354573;F;2;2;;0024;00242;;;;
E227; ;354573;F;2;3;236;G. MARCONI;;;;415;
E227; ;354575;F;3;1; ;A04;02;4;113;264000;136,34;;;;;;T;;;;11011986;12082011;V;053036;001;2011;;;;;;;;;3537714;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354575;F;3;2;;0024;00243;;0001;;
E227; ;354575;F;3;3;236;S. PELLICO;;;;438;
E227; ;354576;F;3;1; ;C06;02;24;30;60000;30,99;;;;;;T;;;;11011986;12082011;V;053037;001;2011;;;;;;;;;3537715;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354576;F;3;2;;0024;00243;;0002;;
E227; ;354576;F;3;3;236;S. PELLICO;;;;438;
E227; ;354578;F;2;1; ;A03;02;6;151;462000;238,6;;;;;;T;;;;03021987;12082011;V;053038;001;2011;;;;;;;;;3537716;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;;
E227; ;354578;F;2;2;;0024;00244;;0001;;;0024;00244;;0003;;
E227; ;354578;F;2;3;236;S. PELLICO;;;;438;
E227; ;354579;F;2;1; ;A03;03;5,5;157;495000;255,65;;;;;;0001;;;;03021987;12082011;V;053039;001;2011;;;;;;;;;3537717;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;;
E227; ;354579;F;2;2;;0024;00244;;0002;;
E227; ;354579;F;2;3;236;S. PELLICO;;;;438;
E227; ;354582;F;3;1; ;A04;03;5,5;107;423500;218,72;;;;;;T;;;;07081985;12082011;V;052566;001;2011;;;;;;;;;3537244;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354582;F;3;2;;0024;00246;;0001;;;0024;00246;;0003;;
E227; ;354582;F;3;3;236;G. MARCONI;;;;415;
E227; ;354583;F;3;1; ;C06;03;21;28;63000;32,54;;;;;;T;;;;07081985;12082011;V;052567;001;2011;;;;;;;;;3537245;;;01021999;VTO;VARIAZIONE DI TOPONOMASTICA RICHIESTA DAL COMUNE;;;4;
E227; ;354583;F;3;2;;0024;00246;;0002;;
E227; ;354583;F;3;3;236;G. MARCONI;;;;415;
E227; ;354584;F;3;1; ;A04;03;6;144;462000;238,6;;;;;;T;;;;23121992;16031999;V;009546;002;1992;;;;;;;0001210;;1628832;;;01021999;VCL;;;;4;
E227; ;354584;F;3;2;;0024;00248;;;;
E227; ;354584;F;3;3;236;OSANNA;000021;;;107;
E227; ;354587;F;2;1; ;A04;03;4,5;102;346500;178,95;;;;;;T;;;;28081995;27111996;V;006432;002;1995;;;;;;;1000513;;1505541;;;01021999;CLS;;;;;
