CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;Rendita-lire;Rendita-euro;ValoreImis;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;Piano5;Piano6;Piano7;Piano8;Piano9;Piano10;Piano11;Piano12;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione_ita;Annotazione_ted;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica
L322;;962587;F;1;1;;A07;2;8;133;1640000;846,99;142294,32;;;;;   ;T;1;2;;;;;;;;;;25052011;1062011;A;2048;1;2011;;;;;;;;1089033;;201100940;;
L322;;964722;F;3;1;;F01;;;;0;0;0;;;;;;T;1;;;;;;;;;;;6072011;29072011;V;2913;1;2011;;;;;;;;1096029;;;;
L322;;965450;F;1;1;;C04;1;196;256;431200;222,7;32736,9;;;;;   ;T;;;;;;;;;;;;13072011;15072011;A;2690;1;2011;;;;;;;;1094120;;201101159;;
L322;;965458;F;1;1;;A03;3;7,5;192;630000;325,37;54662,16;;;;;;S1;T;1;;;;;;;;;;14072011;15072011;V;2699;1;2011;;;;;;;;1094159;;201101164;;
L322;;965459;F;1;1;;C02;1;215;240;602000;310,91;52232,88;;;;;;T;1;;;;;;;;;;;14072011;15072011;V;2699;1;2011;;;;;;;;1094159;;201101164;;
L322;;966467;F;1;1;;C02;1;55;68;154000;79,53;13361,04;;;;;;S1;T;;;;;;;;;;;25072011;1082011;V;2932;1;2011;;;;;;;;1096217;;201101237;;
L322;;966468;F;1;1;;C02;1;58;53;162400;83,87;14090,16;;;;;;T;3;;;;;;;;;;;25072011;1082011;V;2932;1;2011;;;;;;;;1096217;;201101237;;
L322;;969491;F;1;1;;B01;1;694;230;1665600;860,21;126450,87;;;;;;S1;T;1;;;;;;;;;;4102011;5102011;V;3882;1;2011;;;;;;;;1103292;;201101536;;
L322;;969492;F;1;1;;C02;1;26;36;72800;37,6;6316,8;;;;;;T;;;;;;;;;;;;4102011;5102011;V;3882;1;2011;;;;;;;;1103292;;201101536;;
L322;;969502;F;1;1;;B01;1;1342;520;3220800;1663,41;244521,27;;;;;;T;1;2;;;;;;;;;;4102011;5102011;V;3884;1;2011;;;;;;;;1103304;;201101529;;
L322;;969503;F;1;1;;C06;1;44;51;123200;63,63;10689,84;;;;;;T;;;;;;;;;;;;4102011;5102011;V;3884;1;2011;;;;;;;;1103304;;201101529;;
L322;;971296;F;1;1;;A07;2;5,5;113;1127500;582,31;97828,08;;;;;;1;;;;;;;;;;;;27102011;31102011;V;4206;1;2011;;;;;;;;1106034;;201101630;;
L322;;971297;F;1;1;;C06;1;18;22;50400;26,03;4373,04;;;;;;S1;;;;;;;;;;;;27102011;31102011;V;4206;1;2011;;;;;;;;1106034;;201101630;;
L322;;971298;F;1;1;;A07;2;8;214;1640000;846,99;142294,32;;;;;;S1;T;;;;;;;;;;;27102011;31102011;V;4206;1;2011;;;;;;;;1106034;;201101630;;
L322;;971644;F;1;1;;F03;;;;0;0;0;;;;;   ;T;1;2;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971645;F;1;1;;F03;;;;0;0;0;;;;;   ;T;1;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971646;F;1;1;;F03;;;;0;0;0;;;;;   ;T;1;2;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971647;F;1;1;;F03;;;;0;0;0;;;;;   ;T;1;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971648;F;1;1;;F03;;;;0;0;0;;;;;   ;T;1;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971649;F;1;1;;F03;;;;0;0;0;;;;;   ;T;1;2;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971650;F;1;1;;F03;;;;0;0;0;;;;;   ;2;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971651;F;1;1;;F03;;;;0;0;0;;;;;   ;2;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971652;F;1;1;;F03;;;;0;0;0;;;;;   ;2;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971653;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971654;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971655;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971656;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971657;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971658;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971659;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971660;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971661;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971662;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971663;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971664;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971665;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971666;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971667;F;1;1;;F03;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;4112011;4112011;A;4282;1;2011;;;;;;;;1106497;;;;
L322;;971681;F;1;1;;C02;1;15;17;42000;21,69;3643,92;;;;;   ;T;;;;;;;;;;;;28102011;7112011;A;4291;1;2011;;;;;;;;1106520;;201101674;;
L322;;971687;F;1;1;;C06;1;19;30;53200;27,48;4616,64;;;;;;T;;;;;;;;;;;;7112011;7112011;V;4295;1;2011;;;;;;;;1106531;;201101669;;
L322;;971688;F;1;1;;A03;2;3,5;54;252000;130,15;21865,2;;;;;;1;;;;;;;;;;;;7112011;7112011;V;4295;1;2011;;;;;;;;1106531;;201101669;;
L322;;971689;F;1;1;;A03;3;5,5;116;462000;238,6;40084,8;;;;;;T;2;3;;;;;;;;;;7112011;7112011;V;4295;1;2011;;;;;;;;1106531;;201101669;;
L322;;972945;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;8082013;24102013;V;4477;1;2013;;;;;;;C;1212188;;;;
L322;;973351;F;1;1;;A03;4;8,5;200;841500;434,6;73012,8;;;;;;T;1;;;;;;;;;;;24112011;1122011;V;4631;1;2011;;;;;;;;1109630;;201101801;;
L322;;973352;F;1;1;;A03;4;5;89;495000;255,65;42949,2;;;;;;2;;;;;;;;;;;;24112011;1122011;V;4631;1;2011;;;;;;;;1109630;;201101801;;
L322;;973353;F;1;1;;A03;4;3,5;65;346500;178,95;30063,6;;;;;;2;;;;;;;;;;;;24112011;1122011;V;4631;1;2011;;;;;;;;1109630;;201101801;;
L322;;974506;F;3;1;;A07;2;4;117;820000;423,49;71146,32;;;;;;S1;;;;;;;;;;;;5122011;13032012;D;1089;3;2012;;;;;;;0;1123438;;201101872;;
L322;;976096;F;1;1;;A02;3;4,5;87;472500;244,03;40997,04;;;;;;T;2;;;;;;;;;;;16122011;3012012;V;4971;1;2011;;;;;;;;1113477;;201200061;;
L322;;976097;F;1;1;;A02;3;3,5;69;367500;189,8;31886,4;;;;;;1;;;;;;;;;;;;16122011;3012012;V;4971;1;2011;;;;;;;;1113477;;201200061;;
L322;;976295;F;1;1;;F02;;;;0;0;0;;;;;;T;1;2;;;;;;;;;;23122011;10012012;V;4996;1;2011;;;;;;;;1114001;;;;
L322;;976710;F;1;1;;F01;;;;0;0;0;;;;;   ;T;;;;;;;;;;;;17112011;17012012;A;5021;1;2011;;;;;;;;1114901;;;;
L322;;978774;F;2;1;;C06;1;46;52;128800;66,52;11175,36;;;;;;T;;;;;;;;;;;;15022012;12092012;D;5786;3;2012;;;;;;;0;1161306;;201200321;;
L322;;978775;F;1;1;;A02;2;7;177;630000;325,37;54662,16;;;;;;T;1;3;;;;;;;;;;15022012;20022012;V;767;1;2012;;;;;;;;1120439;;201200321;;
L322;;978776;F;1;1;;A02;3;7;183;735000;379,6;63772,8;;;;;;T;2;3;;;;;;;;;;15022012;20022012;V;767;1;2012;;;;;;;;1120439;;201200321;;
L322;;979146;F;1;1;;C02;1;40;46;112000;57,84;9717,12;;;;;   ;2;3;;;;;;;;;;;9022012;27022012;A;873;1;2012;;;;;;;;1121487;;201200355;;
L322;;979507;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;9052012;20062012;V;4556;1;2012;;;;;;;C;1150930;;;;
L322;;980298;F;1;1;;F02;;;;0;0;0;;;;;;T;;;;;;;;;;;;24112011;13032012;V;4537;2;2011;;;;;;;;1123447;;;;
L322;;980299;F;1;1;;F02;;;;0;0;0;;;;;;T;1;;;;;;;;;;;24112011;13032012;V;4537;2;2011;;;;;;;;1123447;;;;
L322;;980300;F;1;1;;F02;;;;0;0;0;;;;;;2;;;;;;;;;;;;24112011;13032012;V;4537;2;2011;;;;;;;;1123447;;;;
L322;;980301;F;1;1;;F02;;;;0;0;0;;;;;;1;2;;;;;;;;;;;24112011;13032012;V;4537;2;2011;;;;;;;;1123447;;;;
L322;;992612;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2742;1;2012;;;;;;;;1135871;;;;
L322;;992613;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2743;1;2012;;;;;;;;1135872;;;;
L322;;992614;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2744;1;2012;;;;;;;;1135873;;;;
L322;;992615;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2745;1;2012;;;;;;;;1135874;;;;
L322;;992616;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2746;1;2012;;;;;;;;1135875;;;;
L322;;992617;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2747;1;2012;;;;;;;;1135876;;;;
L322;;992618;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2748;1;2012;;;;;;;;1135877;;;;
L322;;992619;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2749;1;2012;;;;;;;;1135878;;;;
L322;;992620;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2750;1;2012;;;;;;;;1135879;;;;
L322;;992621;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2751;1;2012;;;;;;;;1135880;;;;
L322;;992622;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2752;1;2012;;;;;;;;1135881;;;;
L322;;992623;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2753;1;2012;;;;;;;;1135882;;;;
L322;;992624;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2754;1;2012;;;;;;;;1135883;;;;
L322;;992625;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2755;1;2012;;;;;;;;1135884;;;;
L322;;992626;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2756;1;2012;;;;;;;;1135885;;;;
L322;;992627;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2757;1;2012;;;;;;;;1135886;;;;
L322;;992628;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2758;1;2012;;;;;;;;1135887;;;;
L322;;992629;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2759;1;2012;;;;;;;;1135888;;;;
L322;;992630;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2760;1;2012;;;;;;;;1135889;;;;
L322;;992631;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2761;1;2012;;;;;;;;1135890;;;;
L322;;992632;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2762;1;2012;;;;;;;;1135891;;;;
L322;;992633;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2763;1;2012;;;;;;;;1135892;;;;
L322;;992634;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2764;1;2012;;;;;;;;1135893;;;;
L322;;992635;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2765;1;2012;;;;;;;;1135894;;;;
L322;;992636;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2766;1;2012;;;;;;;;1135895;;;;
L322;;992637;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2767;1;2012;;;;;;;;1135896;;;;
L322;;992638;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2768;1;2012;;;;;;;;1135897;;;;
L322;;992639;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2769;1;2012;;;;;;;;1135898;;;;
L322;;992640;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2770;1;2012;;;;;;;;1135899;;;;
L322;;992641;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2771;1;2012;;;;;;;;1135900;;;;
L322;;992642;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2772;1;2012;;;;;;;;1135901;;;;
L322;;992643;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2773;1;2012;;;;;;;;1135902;;;;
L322;;992644;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2774;1;2012;;;;;;;;1135903;;;;
L322;;992645;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2775;1;2012;;;;;;;;1135904;;;;
L322;;992646;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2776;1;2012;;;;;;;;1135905;;;;
L322;;992647;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2777;1;2012;;;;;;;;1135906;;;;
L322;;992648;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2778;1;2012;;;;;;;;1135907;;;;
L322;;992649;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2779;1;2012;;;;;;;;1135908;;;;
L322;;992650;F;1;1;;F01;;;;0;0;0;;;;;   ;;;;;;;;;;;;;13032012;13032012;A;2780;1;2012;;;;;;;;1135909;;;;
L322;;994200;F;1;1;;C06;2;12;16;39600;20,45;3435,6;;;;;   ;T;;;;;;;;;;;;6032012;14032012;A;1138;1;2012;;;;;;;;1137478;;201200491;;
L322;;994201;F;1;1;;C06;2;22;23;72600;37,49;6298,32;;;;;   ;T;;;;;;;;;;;;6032012;14032012;A;1138;1;2012;;;;;;;;1137478;;201200491;;
L322;;994202;F;1;1;;C07;1;14;14;15400;7,95;1335,6;;;;;   ;1;;;;;;;;;;;;6032012;14032012;A;1138;1;2012;;;;;;;;1137478;;201200491;;
L322;;994904;F;1;1;;F01;;;;0;0;0;;;;;;T;;;;;;;;;;;;27022012;26032012;V;3016;1;2012;;;;;;;;1139097;;;;
L322;;994905;F;1;1;;F01;;;;0;0;0;;;;;;2;;;;;;;;;;;;27022012;26032012;V;3016;1;2012;;;;;;;;1139097;;;;
L322;;994906;F;1;1;;F01;;;;0;0;0;;;;;;1;;;;;;;;;;;;27022012;26032012;V;3016;1;2012;;;;;;;;1139097;;;;
L322;;997326;F;1;1;;A02;2;5;101;450000;232,41;39044,88;;;;;;T;1;2;3;;;;;;;;;10052012;10052012;V;3756;1;2012;;;;;;;;1144842;;201200782;;
L322;;997327;F;1;1;;A02;2;8,5;217;765000;395,09;66375,12;;;;;;S1;T;1;2;3;;;;;;;;10052012;10052012;V;3756;1;2012;;;;;;;;1144842;;201200782;;
L322;;997736;F;1;1;;A07;2;5,5;125;1127500;582,31;97828,08;;;;;;T;1;;;;;;;;;;;2052012;16052012;V;3839;1;2012;;;;;;;;1145762;;201200789;;
L322;;997737;F;3;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;13012015;11032015;V;865;1;2015;;;;;;;C;1268334;;;;
L322;;999393;F;1;1;;A07;3;11;249;2640000;1363,45;229059,6;;;;;   ;T;1;2;;;;;;;;;;25052012;6062012;A;4310;1;2012;;;;;;;;1149007;;201201070;;
L322;;999394;F;1;1;;A07;3;3,5;54;840000;433,82;72881,76;;;;;   ;T;;;;;;;;;;;;25052012;6062012;A;4310;1;2012;;;;;;;;1149007;;201201070;;
L322;;999395;F;1;1;;C06;2;22;26;72600;37,49;6298,32;;;;;   ;T;;;;;;;;;;;;25052012;6062012;A;4310;1;2012;;;;;;;;1149007;;201201070;;
L322;;999738;F;1;1;;C06;1;27;34;75600;39,04;6558,72;;;;;;T;;;;;;;;;;;;5062012;12062012;V;4397;1;2012;;;;;;;;1149735;;201200967;;
L322;;999739;F;1;1;;A02;3;2,5;69;262500;135,57;22775,76;;;;;;1;2;;;;;;;;;;;5062012;12062012;V;4397;1;2012;;;;;;;;1149735;;201200967;;
L322;;1000113;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;26102012;14112012;V;6673;1;2012;;;;;;;C;1168554;;;;
L322;;1000114;F;1;1;;C06;1;62;70;173600;89,66;15062,88;;;;;   ;S1;;;;;;;;;;;;1062012;14062012;A;4462;1;2012;;;;;;;;1150219;;201200851;;
L322;;1000115;F;1;1;;C06;1;12;12;33600;17,35;2914,8;;;;;   ;S1;;;;;;;;;;;;1062012;14062012;A;4462;1;2012;;;;;;;;1150219;;201200851;;
L322;;1000116;F;2;1;;;;;;0;0;0;;;;;;;;;;;;;;;;;;26102012;14112012;V;6673;1;2012;;;;;;;C;1168554;;;;
L322;;1000331;F;1;1;;C02;1;75;69;210000;108,46;18221,28;;;;;;T;1;2;;;;;;;;;;9062012;15062012;V;4474;1;2012;;;;;;;;1150327;;201201141;;
L322;;1000371;F;1;1;;A03;2;9,5;252;684000;353,26;59347,68;;;;;;S1;T;1;2;3;;;;;;;;18062012;18062012;V;4494;1;2012;;;;;;;;1150411;;201200855;;
L322;;1000660;F;3;1;;A03;4;8,5;210;841500;434,6;73012,8;;;;;;T;1;2;3;;;;;;;;;9092016;15092016;V;4100;1;2016;;;;;;;;1333606;;201601249;;
L322;;1000973;F;1;1;;C06;1;78;86;218400;112,79;18948,72;;;;;   ;T;;;;;;;;;;;;13062012;25062012;A;4615;1;2012;;;;;;;;1151452;;201201179;;
L322;;1000974;F;1;1;;F03;;;;0;0;0;;;;;   ;1;;;;;;;;;;;;13062012;25062012;A;4615;1;2012;;;;;;;;1151452;;;;
L322;;1001043;F;1;1;;C07;1;18;18;19800;10,23;1718,64;;;;;   ;T;;;;;;;;;;;;13062012;25062012;A;4649;1;2012;;;;;;;;1151624;;201201182;;
L322;;1001116;F;1;1;;A02;2;5;117;450000;232,41;39044,88;;;;;;S1;T;1;;;;;;;;;;20062012;27062012;V;4688;1;2012;;;;;;;;1151895;;201201410;;
L322;;1001117;F;1;1;;A02;2;4,5;98;405000;209,17;35140,56;;;;;;1;2;;;;;;;;;;;20062012;27062012;V;4688;1;2012;;;;;;;;1151895;;201201410;;
L322;;1001118;F;1;1;;A02;2;4,5;95;405000;209,17;35140,56;;;;;;1;2;;;;;;;;;;;20062012;27062012;V;4688;1;2012;;;;;;;;1151895;;201201410;;
L322;;1001119;F;1;1;;A02;2;2,5;56;225000;116,2;19521,6;;;;;;T;;;;;;;;;;;;20062012;27062012;V;4689;1;2012;;;;;;;;1151897;;201201411;;
L322;;1001120;F;1;1;;A02;2;4;125;360000;185,92;31234,56;;;;;;1;2;3;;;;;;;;;;20062012;27062012;V;4689;1;2012;;;;;;;;1151897;;201201411;;
L322;;1002102;F;1;1;;A07;2;15;358;3075000;1588,1;266800,8;;;;;   ;S1;S2;T;1;;;;;;;;;1062012;13072012;A;4953;1;2012;;;;;;;;1154110;;201201414;;
L322;;1002103;F;1;1;;C06;1;53;62;148400;76,64;12875,52;;;;;   ;S1;;;;;;;;;;;;1062012;13072012;A;4953;1;2012;;;;;;;;1154110;;201201414;;
L322;;1002641;F;1;1;;A03;4;7,5;153;742500;383,47;64422,96;;;;;   ;1;2;;;;;;;;;;;28062012;23072012;A;5118;1;2012;;;;;;;;1155355;;201201412;;
L322;;1002642;F;1;1;;C06;1;19;28;53200;27,48;4616,64;;;;;   ;T;;;;;;;;;;;;28062012;23072012;A;5118;1;2012;;;;;;;;1155355;;201201412;;
L322;;1003147;F;1;1;;A02;4;9;181;1125000;581,01;97609,68;;;;;;S1;T;;;;;;;;;;;24072012;31072012;V;5252;1;2012;;;;;;;;1156420;;201201413;;
L322;;1003148;F;1;1;;A02;4;5,5;126;687500;355,06;59650,08;;;;;;1;;;;;;;;;;;;24072012;31072012;V;5252;1;2012;;;;;;;;1156420;;201201413;;
L322;;1005491;F;2;1;;C02;1;61;72;170800;88,21;14819,28;;;;;;T;;;;;;;;;;;;30082012;21032013;V;1100;1;2013;;;;;;;;1185507;;201201457;;
L322;;1005492;F;2;1;;A07;2;7,5;192;1537500;794,05;133400,4;;;;;;1;;;;;;;;;;;;30082012;21032013;V;1100;1;2013;;;;;;;;1185507;;201201457;;
L322;;1005493;F;2;1;;C06;1;45;45;126000;65,07;10931,76;;;;;;T;;;;;;;;;;;;23062015;14072015;V;2576;1;2015;;;;;;;;1282096;;201500936;;
L322;;1005599;F;1;1;;A03;2;5;90;360000;185,92;31234,56;;;;;;T;1;;;;;;;;;;;3082012;18092012;V;5856;1;2012;;;;;;;;1161873;;201201502;;
L322;;1005600;F;1;1;;A03;2;5;89;360000;185,92;31234,56;;;;;;2;3;4;;;;;;;;;;3082012;18092012;V;5856;1;2012;;;;;;;;1161873;;201201502;;
L322;;1005652;F;1;1;;C06;2;14;17;46200;23,86;4008,48;;;;;   ;T;;;;;;;;;;;;10092012;19092012;A;5878;1;2012;;;;;;;;1162020;;201201569;;
L322;;1009030;F;1;1;;A07;2;9;237;1845000;952,86;160080,48;;;;;;S1;T;1;;;;;;;;;;26102012;14112012;V;6673;1;2012;;;;;;;;1168554;;201201816;;
L322;;1009202;F;1;1;;C02;1;135;149;378000;195,22;32796,96;;;;;;T;;;;;;;;;;;;26102012;16112012;V;6730;1;2012;;;;;;;;1168908;;201201838;;
L322;;1009203;F;1;1;;A07;1;6,5;156;1137500;587,47;98694,96;;;;;;1;;;;;;;;;;;;26102012;16112012;V;6730;1;2012;;;;;;;;1168908;;201201838;;
L322;;1009426;F;1;1;;A02;3;4,5;106;472500;244,03;40997,04;;;;;;2;;;;;;;;;;;;20112012;22112012;V;6811;1;2012;;;;;;;;1169562;;201201893;;
L322;;1009427;F;1;1;;C02;1;7;8;19600;10,12;1700,16;;;;;;S1;;;;;;;;;;;;20112012;22112012;V;6811;1;2012;;;;;;;;1169562;;201201893;;
L322;;1009855;F;1;1;;A02;3;6,5;123;682500;352,48;59216,64;;;;;;S1;T;;;;;;;;;;;27102012;28112012;V;6918;1;2012;;;;;;;;1170339;;201201994;;
L322;;1009856;F;1;1;;A02;3;6,5;124;682500;352,48;59216,64;;;;;;S1;1;;;;;;;;;;;27102012;28112012;V;6918;1;2012;;;;;;;;1170339;;201201994;;
L322;;1011514;F;2;1;;A03;3;9;182;756000;390,44;65593,92;;;;;;T;1;;;;;;;;;;;29112012;4022013;V;336;1;2013;;;;;;;;1178792;;201300491;;
L322;;1011515;F;2;1;;A03;3;8,5;204;714000;368,75;61950;;;;;;T;2;3;;;;;;;;;;29112012;4022013;V;336;1;2013;;;;;;;;1178792;;201300491;;
L322;;1011516;F;2;1;;C07;1;34;34;37400;19,32;3245,76;;;;;;T;;;;;;;;;;;;29112012;4022013;V;336;1;2013;;;;;;;;1178792;;201300491;;
L322;;1013822;F;1;1;;A03;3;4;70;336000;173,53;29153,04;;;;;;S1;T;;;;;;;;;;;13122012;17012013;V;7442;1;2012;;;;;;;;1176425;;201300283;;
L322;;1013823;F;1;1;;A03;3;4;72;336000;173,53;29153,04;;;;;;S1;1;;;;;;;;;;;13122012;17012013;V;7442;1;2012;;;;;;;;1176425;;201300283;;
L322;;1013824;F;1;1;;A03;3;7,5;141;630000;325,37;54662,16;;;;;;S1;2;3;;;;;;;;;;13122012;17012013;V;7442;1;2012;;;;;;;;1176425;;201300283;;
L322;;1013825;F;1;1;;C02;1;11;18;30800;15,91;2672,88;;;;;;S1;;;;;;;;;;;;13122012;17012013;V;7442;1;2012;;;;;;;;1176425;;201300283;;
L322;;1013923;F;1;1;;C02;2;117;134;362700;187,32;31469,76;;;;;;T;;;;;;;;;;;;6122012;18012013;V;7444;1;2012;;;;;;;;1176548;;201300284;;
L322;;1013924;F;1;1;;A10;1;4;94;1300000;671,39;56396,76;;;;;;T;;;;;;;;;;;;6122012;18012013;V;7444;1;2012;;;;;;;;1176548;;201300284;;
L322;;1014947;F;1;1;;C06;1;20;23;56000;28,92;4858,56;;;;;;T;;;;;;;;;;;;14012013;4022013;V;340;1;2013;;;;;;;;1178886;;201300356;;
L322;;1014948;F;1;1;;A03;3;4;85;336000;173,53;29153,04;;;;;;T;1;;;;;;;;;;;14012013;4022013;V;340;1;2013;;;;;;;;1178886;;201300356;;
L322;;1014979;F;1;1;;A03;2;4;66;288000;148,74;24988,32;;;;;;T;1;;;;;;;;;;;14012013;4022013;V;354;1;2013;;;;;;;;1178969;;201300357;;
