CODICE AMMINISTRATIVO;SEZIONE;IDENTIFICATIVO SOGGETTO;TIPO SOGGETTO;IDENTIFICATIVO IMMOBILE;TIPO IMMOBILE;COMUNE CATASTALE;TIPO PARTICELLA;IDENTIFICATIVO PARTICELLA;PORZIONE MATERIALE;LINGUA;TESTO NON CODIFICATO;CODICE DIRITTO;TITOLO NON CODIFICATO ITA;TITOLO NON CODIFICATO TED;QUOTA NUMERATORE;QUOTA DENOMINATORE;REGIME;SOGGETTO DI RIFERIMENTO;DATA DI VALIDITA;TIPO NOTA;NUMERO NOTA;PROGRESSIVO NOTA;ANNO NOTA;DATA DI REGISTRAZIONE IN ATTI;PARTITA;DATA DI VALIDITA;TIPO NOTA;NUMERO NOTA;PROGRESSIVO NOTA;ANNO NOTA;DATA DI REGISTRAZIONE IN ATTI;IDENTIFICATIVO MUTAZIONE INIZIALE;IDENTIFICATIVO MUTAZIONE FINALE;IDENTIFICATIVO TITOLARITA
L322;;11356115;P;950303;F;404;1;1033;16;;;1;;;0;0; ;;13072011;G;3521;0;2011;26082011;;;;;;;;13500045;;11461940
L322;;11356115;P;950312;F;404;1;1033;25;;;1;;;0;0; ;;13072011;G;3521;0;2011;26082011;;;;;;;;13500045;;11461953
L322;;11358230;P;1065108;F;404;1;435;4;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459583
L322;;11358230;P;627121;F;404;1;435;5;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459556
L322;;11358230;P;1065108;F;404;1;435;5;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459585
L322;;11358230;P;1065108;F;404;1;435;3;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459581
L322;;11358230;P;1065108;F;404;1;435;1;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459577
L322;;11358230;P;1082636;F;404;1;435;4;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459575
L322;;11358230;P;1082634;F;404;1;435;1;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459558
L322;;11358230;P;1082634;F;404;1;435;3;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459559
L322;;11358230;P;1082635;F;404;1;435;3;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459561
L322;;11358230;P;1065107;F;404;1;435;1;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459565
L322;;11358230;P;1065107;F;404;1;435;3;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459569
L322;;11358230;P;1065107;F;404;1;435;4;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459571
L322;;11358230;P;1065107;F;404;1;435;5;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459573
L322;;11358230;P;855424;F;404;1;559; ;;;2;;;1;9; ;;6062016;G;2888;0;2016;1082016;;;;;;;;13739782;;11460143
L322;;11358230;P;855424;F;404;1;559; ;;;2;;;2;9; ;;6062016;G;2888;0;2016;1082016;;;;;;;;13739782;;11460142
L322;;11366109;P;930430;F;404;1;412;2;;;1;;;0;0; ;;29102009;G;5777;0;2009;20052010;;;;;;;;13403085;;11459480
L322;;11366109;P;627092;F;404;1;412;2;;;1;;;0;0; ;;29102009;G;5777;0;2009;20052010;;;;;;;;13403085;;11459475
L322;;11366109;P;627091;F;404;1;412;2;;;1;;;0;0; ;;29102009;G;5777;0;2009;20052010;;;;;;;;13403085;;11459477
L322;;11368115;P;627090;F;404;1;412;1;;;1;;;0;0; ;;29102009;G;5777;0;2009;20052010;;;;;;;;13403085;;11459476
L322;;11368115;P;627092;F;404;1;412;1;;;1;;;0;0; ;;29102009;G;5777;0;2009;20052010;;;;;;;;13403085;;11459478
L322;;11368115;P;923929;F;404;1;412;1;;;1;;;0;0; ;;29102009;G;5777;0;2009;20052010;;;;;;;;13403085;;11459479
L322;;11368524;P;855155;F;404;1;24-feb; ;;;1;;;0;0; ;;27022008;G;1248;0;2008;22072008;;;;;;;;13310821;;11457706
L322;;11370017;P;626958;F;404;1;250;2;;;2;;;12;90; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458677
L322;;11370017;P;626958;F;404;1;250;2;;;2;;;1;18; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458676
L322;;11370024;P;626958;F;404;1;250;2;;;2;;;12;90; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458673
L322;;11370024;P;626958;F;404;1;250;2;;;2;;;1;18; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458678
L322;;11370026;P;626958;F;404;1;250;2;;;2;;;12;90; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458680
L322;;11370026;P;626958;F;404;1;250;2;;;2;;;1;18; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458679
L322;;11370027;P;626958;F;404;1;250;2;;;2;;;1;18; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458681
L322;;11370027;P;626958;F;404;1;250;2;;;2;;;12;90; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458682
L322;;11370029;P;626958;F;404;1;250;2;;;2;;;1;18; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458683
L322;;11370029;P;626958;F;404;1;250;2;;;2;;;12;90; ;;29072011;G;3910;0;2011;26092011;;;;;;;;13502525;;11458684
L322;;11370582;P;1069518;F;404;1;1058; ;;;1;;;0;0; ;;12112015;G;5169;0;2015;28012016;;;;;;;;13711128;;11462123
L322;;11370582;P;1069516;F;404;1;1058; ;;;1;;;0;0; ;;12112015;G;5169;0;2015;28012016;;;;;;;;13711128;;11462125
L322;;11370582;P;1069517;F;404;1;1058; ;;;1;;;0;0; ;;12112015;G;5169;0;2015;28012016;;;;;;;;13711128;;11462126
L322;;11370582;P;1069515;F;404;1;1058; ;;;1;;;0;0; ;;12112015;G;5169;0;2015;28012016;;;;;;;;13711128;;11462124
L322;;11372099;P;1065118;F;404;1;435;2;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459563
L322;;11372099;P;1065107;F;404;1;435;2;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459567
L322;;11372099;P;1065108;F;404;1;435;2;;;32;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459579
L322;;11372099;P;855424;F;404;1;559; ;;;2;;;2;9; ;;6062016;G;2888;0;2016;1082016;;;;;;;;13739782;;11460144
L322;;11372099;P;855424;F;404;1;559; ;;;2;;;1;9; ;;6062016;G;2888;0;2016;1082016;;;;;;;;13739782;;11460145
L322;;11372211;P;910528;F;404;1;510; ;;;2;;;1;2; ;;25022010;G;1006;0;2010;4032010;;29112016;V;5117;1;2016;8022017;13424248;1343984;11459856
L322;;11372211;P;910528;F;404;1;511/1; ;;;2;;;1;2; ;;25022010;G;1006;0;2010;4032010;;29112016;V;5117;1;2016;8022017;13424248;1343984;11459858
L322;;11373985;P;627068;F;404;1;386;2;;;1;;;0;0; ;;10062008;G;3295;0;2008;17062008;;;;;;;;13325775;;11459372
L322;;11375671;P;796676;F;404;1;118/4;2;;;1;;;0;0; ;;4042007;G;1681;0;2007;26092007;;;;;;;;13263849;;11458222
L322;;11375671;P;796677;F;404;1;118/4;1;;;1;;;0;0; ;;4042007;G;1681;0;2007;26092007;;;;;;;;13263849;;11458223
L322;;11375671;P;796677;F;404;1;118/4;2;;;1;;;0;0; ;;4042007;G;1681;0;2007;26092007;;;;;;;;13263849;;11458224
L322;;11375671;P;796675;F;404;1;118/4;1;;;1;;;0;0; ;;4042007;G;1681;0;2007;26092007;;;;;;;;13263849;;11458221
L322;;11377301;P;627121;F;404;1;435;5;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459557
L322;;11377301;P;1065107;F;404;1;435;4;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459572
L322;;11377301;P;1065107;F;404;1;435;3;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459570
L322;;11377301;P;1065107;F;404;1;435;2;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459568
L322;;11377301;P;1065107;F;404;1;435;1;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459566
L322;;11377301;P;1065118;F;404;1;435;2;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459564
L322;;11377301;P;1082634;F;404;1;435;3;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459560
L322;;11377301;P;1082635;F;404;1;435;3;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459562
L322;;11377301;P;1065107;F;404;1;435;5;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459574
L322;;11377301;P;1065108;F;404;1;435;1;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459578
L322;;11377301;P;1065108;F;404;1;435;2;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459580
L322;;11377301;P;1065108;F;404;1;435;3;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459582
L322;;11377301;P;1065108;F;404;1;435;4;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459584
L322;;11377301;P;1065108;F;404;1;435;5;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459586
L322;;11377301;P;1082634;F;404;1;435;1;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459553
L322;;11377301;P;1082636;F;404;1;435;4;;;1;;;0;0; ;;13042007;G;1860;0;2007;11122007;;;;;;;;13265175;;11459576
L322;;11380462;P;797452;F;404;1;383;1;;;1;;;0;0; ;;9052007;G;2280;0;2007;17102007;;;;;;;;13268221;;11459362
L322;;11380462;P;797450;F;404;1;383;1;;;1;;;0;0; ;;9052007;G;2280;0;2007;17102007;;;;;;;;13268221;;11459361
L322;;11380462;P;797443;F;404;1;343/30;2;;;1;;;0;0; ;;9052007;G;2281;0;2007;17102007;;;;;;;;13268226;;11459207
L322;;11381404;P;628089;F;404;1;39/2;1;;;2;;;1;2; ;;15032016;G;1359;0;2016;24032016;;;;;;;;13728586;;11457792
L322;;11381404;P;855160;F;404;1;31; ;;;2;;;12;48; ;;15032016;G;1359;0;2016;24032016;;;;;;;;13728586;;11457734
L322;;11381404;P;626810;F;404;1;37/1;1;;;2;;;12;48; ;;15032016;G;1359;0;2016;24032016;;;;;;;;13728586;;11457755
L322;;11381404;P;628089;F;404;1;39/2;1;;;2;;;1;2; ;;15032016;G;1359;0;2016;24032016;;;;;;;;13728586;;11457793
L322;;11381404;P;628112;F;404;1;40/2; ;;;2;;;1;2; ;;15032016;G;1359;0;2016;24032016;;;;;;;;13728586;;11457794
L322;;11381404;P;628112;F;404;1;40/2; ;;;2;;;1;2; ;;15032016;G;1359;0;2016;24032016;;;;;;;;13728586;;11457795
L322;;11381404;P;626810;F;404;1;38; ;;;2;;;12;48; ;;15032016;G;1359;0;2016;24032016;;;;;;;;13728586;;11457763
L322;;11381930;P;627557;F;404;1;668;1;;;2;;;1;2;C;11400019;18052007;G;2504;0;2007;20092007;;;;;;;;13269683;;11460769
L322;;11382174;P;855220;F;404;1;178/1; ;;;1;;;0;0; ;;30032012;G;1625;0;2012;18042012;;;;;;;;13536512;;11458405
L322;;11384026;P;627634;F;404;1;716; ;;;1;;;0;0; ;;31052007;G;2787;0;2007;2022009;;;;;;;;13271440;;11460892
L322;;11384027;P;627634;F;404;1;716; ;;;32;;;0;0; ;;31052007;G;2787;0;2007;2022009;;;;;;;;13271440;;11460893
L322;;11384027;P;626737;F;404;1;112/7; ;;;32;;;0;0; ;;31052007;G;2787;0;2007;2022009;;;;;;;;13271440;;11458128
L322;;11386896;P;626939;F;404;1;155;1;;;1;;;0;0; ;;20062007;G;3234;0;2007;24072007;;;;;;;;13274337;;11458383
L322;;11386896;P;627663;F;404;1;743; ;;;2;;;2;36; ;;13052013;G;2559;0;2013;20052013;;;;;;;;13591579;;11460972
L322;;11391301;P;628002;F;404;1;245/1; ;;;2;;;2;256; ;;30032015;G;1346;0;2015;28072015;;;;;;;;13680953;;11458603
L322;;11391301;P;628028;F;404;1;245/4; ;;;2;;;1;48; ;;30032015;G;1346;0;2015;28072015;;;;;;;;13680953;;11458640
L322;;11391301;P;628003;F;404;1;245/1; ;;;2;;;2;256; ;;30032015;G;1346;0;2015;28072015;;;;;;;;13680953;;11458613
L322;;11391301;P;628003;F;404;1;245/3; ;;;2;;;2;256; ;;30032015;G;1346;0;2015;28072015;;;;;;;;13680953;;11458628
L322;;11391301;P;855382;F;404;1;420; ;;;2;;;1;64; ;;30032015;G;1346;0;2015;28072015;;;;;;;;13680953;;11459515
L322;;11392002;P;626804;F;404;1;30; ;;;2;;;1;18; ;;22092008;G;5357;0;2008;30092008;;;;;;;;13340575;;11457726
L322;;11392002;P;626805;F;404;1;30; ;;;2;;;1;18; ;;22092008;G;5357;0;2008;30092008;;;;;;;;13340575;;11457731
L322;;11393675;P;726897;F;404;1;316/1;5;;;1;;;0;0; ;;3082007;G;4180;0;2007;22082007;;;;;;;;13281116;;11459064
L322;;11394730;P;976710;F;404;1;789; ;;;2;;;1;6; ;;22022007;G;909;0;2007;5092007;;;;;;;;13258134;;11461110
L322;;11394734;P;976710;F;404;1;789; ;;;2;;;1;6; ;;22022007;G;909;0;2007;5092007;;;;;;;;13258134;;11461111
L322;;11394734;P;626988;F;404;1;279;1;;;1;;;0;0; ;;12032008;G;1532;0;2008;11082008;;;;;;;;13313095;;11458780
L322;;11394734;P;626985;F;404;1;279;1;;;1;;;0;0; ;;12032008;G;1532;0;2008;11082008;;;;;;;;13313095;;11458779
L322;;11394734;P;626987;F;404;1;279;2;;;1;;;0;0; ;;3102012;G;4770;0;2012;22102012;;;;;;;;13560607;;11458752
L322;;11395447;P;626810;F;404;1;38; ;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457765
L322;;11395447;P;626810;F;404;1;38; ;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457764
L322;;11395447;P;626810;F;404;1;37/1;1;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457757
L322;;11395447;P;855160;F;404;1;31; ;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457736
L322;;11395447;P;626810;F;404;1;37/1;1;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457756
L322;;11395447;P;855160;F;404;1;31; ;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457737
L322;;11395450;P;626810;F;404;1;38; ;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457766
L322;;11395450;P;626810;F;404;1;37/1;1;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457759
L322;;11395450;P;626810;F;404;1;37/1;1;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457758
L322;;11395450;P;855160;F;404;1;31; ;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457738
L322;;11395450;P;855160;F;404;1;31; ;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457735
L322;;11395450;P;626810;F;404;1;38; ;;;2;;;6;48; ;;21082007;G;4362;0;2007;3032008;;;;;;;;13282975;;11457767
L322;;11395450;P;855160;F;404;1;31; ;;;2;;;12;48; ;;18122015;G;5809;0;2015;28012016;;;;;;;;13716010;;11457740
L322;;11395450;P;626810;F;404;1;38; ;;;2;;;12;48; ;;18122015;G;5809;0;2015;28012016;;;;;;;;13716010;;11457768
L322;;11395450;P;626810;F;404;1;37/1;1;;;2;;;12;48; ;;18122015;G;5809;0;2015;28012016;;;;;;;;13716010;;11457760
L322;;11396720;P;1063171;F;404;1;1048;2;;;1;;;0;0; ;;8082016;G;4029;0;2016;31082016;;;;;;;;13748851;;11462037
L322;;11396720;P;1063175;F;404;1;1048;2;;;1;;;0;0; ;;8082016;G;4029;0;2016;31082016;;;;;;;;13748851;;11462081
L322;;11396720;P;1063146;F;404;1;1048;2;;;1;;;0;0; ;;8082016;G;4029;0;2016;31082016;;;;;;;;13748851;;11461995
L322;;11396720;P;1063170;F;404;1;1048;2;;;1;;;0;0; ;;8082016;G;4029;0;2016;31082016;;;;;;;;13748851;;11462026
L322;;11396720;P;1063176;F;404;1;1048;2;;;1;;;0;0; ;;8082016;G;4029;0;2016;31082016;;;;;;;;13748851;;11462092
L322;;11396720;P;1063161;F;404;1;1048;2;;;1;;;0;0; ;;8082016;G;4029;0;2016;31082016;;;;;;;;13748851;;11462015
L322;;11396720;P;1063173;F;404;1;1048;2;;;1;;;0;0; ;;8082016;G;4029;0;2016;31082016;;;;;;;;13748851;;11462059
L322;;11396720;P;1063172;F;404;1;1048;2;;;1;;;0;0; ;;8082016;G;4029;0;2016;31082016;;;;;;;;13748851;;11462048
L322;;11396720;P;1063174;F;404;1;1048;2;;;1;;;0;0; ;;8082016;G;4029;0;2016;31082016;;;;;;;;13748851;;11462070
L322;;11396742;P;855213;F;404;1;168/2; ;;;2;;;3;12; ;;25092008;G;5423;0;2008;17102008;;;;;;;;13341123;;11458415
L322;;11396742;P;855213;F;404;1;168/2; ;;;2;;;1;12; ;;23092015;G;4247;0;2015;26102015;;;;;;;;13704200;;11458402
L322;;11396742;P;855213;F;404;1;168/2; ;;;2;;;1;6; ;;23092015;G;4247;0;2015;26102015;;;;;;;;13704200;;11458401
L322;;11396777;P;672893;F;404;1;946;18;;;1;;;0;0; ;;16082007;G;4342;0;2007;3092007;;;;;;;;13282766;;11461617
L322;;11396777;P;672892;F;404;1;946;18;;;1;;;0;0; ;;16082007;G;4342;0;2007;3092007;;;;;;;;13282766;;11461589
L322;;11397605;P;974506;F;404;1;874;1;1;congiuntivo;32;;;0;0; ;;27022012;G;924;0;2012;9032012;;;;;;;;13531507;;11461342
L322;;11397605;P;627846;F;404;1;874;1;1;congiuntivo;32;;;0;0; ;;27022012;G;924;0;2012;9032012;;;;;;;;13531507;;11461335
L322;;11397605;P;627848;F;404;1;874;1;1;congiuntivo;32;;;0;0; ;;27022012;G;924;0;2012;9032012;;;;;;;;13531507;;11461338
L322;;11398426;P;627655;F;404;1;736; ;;;32;;;0;0; ;;23041979;G;971;0;1979;22022007;;;;;;;;12171401;;11460947
L322;;11398468;P;882478;F;404;1;1006; ;;;1;;;0;0; ;;28122007;G;7145;0;2007;15022008;;;;;;;;13301641;;11461808
L322;;11398468;P;882479;F;404;1;1006; ;;;1;;;0;0; ;;28122007;G;7145;0;2007;15022008;;;;;;;;13301641;;11461809
L322;;11400019;P;627557;F;404;1;668;1;;;2;;;1;2;C;11381930;18052007;G;2504;0;2007;20092007;;;;;;;;13269683;;11460770
L322;;11401509;P;855424;F;404;1;559; ;;;2;;;1;9; ;;6062016;G;2888;0;2016;1082016;;;;;;;;13739782;;11460146
L322;;11401509;P;855424;F;404;1;559; ;;;2;;;2;9; ;;6062016;G;2888;0;2016;1082016;;;;;;;;13739782;;11460138
L322;;11404628;P;931946;F;404;1;383;6;;;2;;;1;2;C;11404629;9052007;G;2280;0;2007;17102007;;;;;;;;13268221;;11459365
L322;;11404628;P;797452;F;404;1;383;6;;;2;;;1;2;C;11404629;9052007;G;2280;0;2007;17102007;;;;;;;;13268221;;11459363
L322;;11404628;P;931946;F;404;1;343/30;1;;;2;;;1;2;C;11404629;9052007;G;2281;0;2007;17102007;;;;;;;;13268226;;11459208
L322;;11404629;P;931946;F;404;1;383;6;;;2;;;1;2;C;11404628;9052007;G;2280;0;2007;17102007;;;;;;;;13268221;;11459366
L322;;11404629;P;797452;F;404;1;383;6;;;2;;;1;2;C;11404628;9052007;G;2280;0;2007;17102007;;;;;;;;13268221;;11459364
L322;;11404629;P;931946;F;404;1;343/30;1;;;2;;;1;2;C;11404628;9052007;G;2281;0;2007;17102007;;;;;;;;13268226;;11459209
L322;;11405848;P;777130;F;404;1;952; ;;;2;;;1;2; ;;31122013;G;6481;0;2013;28022014;;;;;;;;13621938;;11461641
L322;;11405848;P;777129;F;404;1;952; ;;;2;;;1;2; ;;31122013;G;6481;0;2013;28022014;;;;;;;;13621938;;11461640
L322;;11405848;P;777129;F;404;1;952; ;;;2;;;1;2; ;;31122013;G;6481;0;2013;28022014;;;;;;;;13621938;;11461639
L322;;11405848;P;777130;F;404;1;952; ;;;2;;;1;2; ;;31122013;G;6481;0;2013;28022014;;;;;;;;13621938;;11461642
L322;;11410464;P;1052924;F;404;1;202;1;;;1;;;0;0; ;;21102016;V;4557;1;2016;21102016;;;;;;;;1337048;;11733918
L322;;11410464;P;1052925;F;404;1;202;2;;;1;;;0;0; ;;21102016;V;4557;1;2016;21102016;;;;;;;;1337048;;11733919
L322;;11410465;P;626809;F;404;1;36;2;;;1;;;0;0; ;;22112007;G;6263;0;2007;13062008;;;;;;;;13295788;;11457772
L322;;11410465;P;992612;F;404;1;35; ;;;2;;;1;2; ;;22112007;G;6263;0;2007;13062008;;;;;;;;13295788;;11457771
L322;;11410465;P;628005;F;404;1;37/1;3;;;1;;;0;0; ;;22112007;G;6263;0;2007;13062008;;;;;;;;13295788;;11457773
L322;;11410465;P;626809;F;404;1;37/2;2;;;1;;;0;0; ;;22112007;G;6263;0;2007;13062008;;;;;;;;13295788;;11457774
L322;;11411511;P;627261;F;404;1;523; ;;;2;;;18;54; ;;7122006;G;6167;0;2006;29112007;;;;;;;;13247734;;11459943
L322;;11411511;P;994202;F;404;1;523; ;;;2;;;18;54; ;;7122006;G;6167;0;2006;29112007;;;;;;;;13247734;;11459952
L322;;11411511;P;994201;F;404;1;523; ;;;2;;;18;54; ;;7122006;G;6167;0;2006;29112007;;;;;;;;13247734;;11459926
L322;;11411511;P;994200;F;404;1;523; ;;;2;;;18;54; ;;7122006;G;6167;0;2006;29112007;;;;;;;;13247734;;11459945
L322;;11411511;P;627262;F;404;1;523; ;;;2;;;18;54; ;;7122006;G;6167;0;2006;29112007;;;;;;;;13247734;;11459944
L322;;11411753;P;628083;F;404;1;39/1; ;;;2;;;2;36; ;;30112007;G;6466;0;2007;1072008;;;;;;;;13297150;;11457777
L322;;11414358;P;627747;F;404;1;819; ;;;2;;;1;2;C;11414359;28112007;G;6386;0;2007;19122007;;;;;;;;13296594;;11461163
L322;;11414358;P;627748;F;404;1;819; ;;;2;;;1;2;C;11414359;28112007;G;6386;0;2007;19122007;;;;;;;;13296594;;11461165
L322;;11414359;P;627747;F;404;1;819; ;;;2;;;1;2;C;11414358;28112007;G;6386;0;2007;19122007;;;;;;;;13296594;;11461164
L322;;11414359;P;627748;F;404;1;819; ;;;2;;;1;2;C;11414358;28112007;G;6386;0;2007;19122007;;;;;;;;13296594;;11461166
L322;;11414675;P;627573;F;404;1;680; ;;;2;;;1;2;C;11446047;19122007;G;6914;0;2007;14072008;;;;;;;;13300108;;11460792
L322;;11414675;P;627572;F;404;1;680; ;;;2;;;1;2;C;11446047;19122007;G;6914;0;2007;14072008;;;;;;;;13300108;;11460790
L322;;11415682;P;855309;F;404;1;313/5; ;;;2;;;13;1536; ;;5092006;G;4325;0;2006;15012008;;;;;;;;13234989;;11459050
L322;;11415682;P;855431;F;404;1;578/1; ;;;2;;;13;768; ;;5092006;G;4325;0;2006;15012008;;;;;;;;13234989;;11460223
L322;;11415682;P;855432;F;404;1;578/2; ;;;2;;;13;768; ;;5092006;G;4325;0;2006;15012008;;;;;;;;13234989;;11460261
L322;;11415682;P;855370;F;404;1;389/2; ;;;2;;;1;3; ;;24112010;G;5887;0;2010;19012011;;;;;;;;13467138;;11459402
L322;;11417727;P;855309;F;404;1;313/5; ;;;2;;;13;1536; ;;5092006;G;4325;0;2006;15012008;;;;;;;;13234989;;11459051
L322;;11417727;P;855431;F;404;1;578/1; ;;;2;;;13;768; ;;5092006;G;4325;0;2006;15012008;;;;;;;;13234989;;11460224
L322;;11417727;P;855432;F;404;1;578/2; ;;;2;;;13;768; ;;5092006;G;4325;0;2006;15012008;;;;;;;;13234989;;11460262
L322;;11417727;P;855370;F;404;1;389/2; ;;;2;;;1;3; ;;24112010;G;5887;0;2010;19012011;;;;;;;;13467138;;11459403
L322;;11417729;P;855431;F;404;1;578/1; ;;;2;;;13;768; ;;5092006;G;4325;0;2006;15012008;;;;;;;;13234989;;11460225
L322;;11417729;P;855432;F;404;1;578/2; ;;;2;;;13;768; ;;5092006;G;4325;0;2006;15012008;;;;;;;;13234989;;11460263
L322;;11417729;P;855309;F;404;1;313/5; ;;;2;;;13;1536; ;;5092006;G;4325;0;2006;15012008;;;;;;;;13234989;;11459052
L322;;11417729;P;855370;F;404;1;389/2; ;;;2;;;1;3; ;;24112010;G;5887;0;2010;19012011;;;;;;;;13467138;;11459404
L322;;11424229;P;1039311;F;404;1;1052; ;;;2;;;1;4; ;;23012014;G;378;0;2014;3022014;;;;;;;;13624837;;11462105
L322;;11424943;P;729749;F;404;2;3550/6; ;;;2;;;165;80640; ;;6112009;G;5959;0;2009;25112009;;;;;;;;13404416;;11721743
L322;;11424943;P;729750;F;404;2;3550/6; ;;;2;;;165;80640; ;;6112009;G;5959;0;2009;25112009;;;;;;;;13404416;;11721760
L322;;11424943;P;855183;F;404;1;112/5; ;;;2;;;165;725760; ;;6112009;G;5959;0;2009;25112009;;;;;;;;13404416;;11458111
L322;;11424943;P;855353;F;404;1;343/31; ;;;2;;;165;80640; ;;6112009;G;5959;0;2009;25112009;;;;;;;;13404416;;11459128
L322;;11424943;P;628077;F;404;1;343/1; ;;;2;;;165;80640; ;;6112009;G;5959;0;2009;25112009;;;;;;;;13404416;;11459016
L322;;11424943;P;628076;F;404;1;343/1; ;;;2;;;165;80640; ;;6112009;G;5959;0;2009;25112009;;;;;;;;13404416;;11458992
L322;;11424943;P;976710;F;404;1;789; ;;;2;;;1;9; ;;6112009;G;5959;0;2009;25112009;;;;;;;;13404416;;11461063
L322;;11426382;P;882959;F;404;1;157; ;;;2;;;1;2;C;11426385;5022008;G;679;0;2008;7032008;;;;;;;;13307349;;11458384
L322;;11426385;P;882959;F;404;1;157; ;;;2;;;1;2;C;11426382;5022008;G;679;0;2008;7032008;;;;;;;;13307349;;11458385
L322;;11427935;P;792367;F;404;1;977;4;;;1;;;0;0; ;;20022008;G;1059;0;2008;17032008;;;;;;;;13309672;;11461743
L322;;11427935;P;792366;F;404;1;977;4;;;1;;;0;0; ;;20022008;G;1059;0;2008;17032008;;;;;;;;13309672;;11461742
L322;;11427935;P;792365;F;404;1;977;4;;;1;;;0;0; ;;20022008;G;1059;0;2008;17032008;;;;;;;;13309672;;11461741
L322;;11429979;P;855363;F;404;1;365/1; ;;;2;;;1;24; ;;16112016;G;5646;0;2016;5122016;;;;;;;;13761281;;11764557
L322;;11431016;P;1084488;F;404;1;1009; ;;;1;;;0;0; ;;26052008;G;3015;0;2008;6042009;;;;;;;;13323715;;11461815
