CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;RenditaLire;RenditaEuro;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;DataDiEdifica;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125585;F;2;1; ;C06;3;32;;76800;39,66;;;;;;T;;;;10011987;13101988;D;630;;1988;;;;;;;1000268;;1119979;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125586;F;2;1; ;C02;2;78;;156000;80,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125588;F;2;1; ;C06;2;36;;72000;37,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125589;F;2;1; ;C02;2;35;;70000;36,15;;;;;;1;;;;1010001;30061987;I;;0;;;;;;;;236;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125590;F;2;1; ;C06;1;158;;268600;138,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125594;F;1;1; ;C02;2;228;;456000;235,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125595;F;1;1; ;C03;3;205;;635500;328,21;;;;;;T;;;;10011987;13101988;D;630;;1988;;;;;;;1000268;;1119979;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125596;F;1;1; ;C02;2;229;;458000;236,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125597;F;2;1; ;C02;3;173;;415200;214,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125598;F;3;1; ;C02;4;108;;313200;161,75;;;;;;;;;;10011987;13101988;D;630;;1988;;;;;;;1000268;;1119979;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125600;F;2;1; ;C02;1;367;;623900;322,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125602;F;1;1; ;A03;2;6,5;;403000;208,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125603;F;1;1; ;C06;4;48;;139200;71,89;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;236;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125604;F;2;1; ;A03;4;7,5;;645000;333,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125606;F;2;1; ;C06;3;53;;127200;65,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125607;F;2;1; ;A03;3;7,5;;547500;282,76;;;;;;T;;;;30121990;21101992;D;3760;3;1991;;;;;;;1702;;1308689;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125608;F;2;1; ;C06;1;117;;198900;102,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125609;F;2;1; ;A02;2;9;;1035000;534,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125611;F;1;1; ;C06;4;140;;406000;209,68;;;;;;T;;;;24091993;3121993;D;15508;1;1993;;;;;;;1000899;;1364629;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125612;F;2;1; ;A03;3;8,5;;620500;320,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125613;F;2;1; ;C06;1;136;;231200;119,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125615;F;2;1; ;D01;;;;440000;227,24;;;;;;S1;;;;24091993;3121993;D;15508;1;1993;;;;;;;1000899;;1364629;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125616;F;1;1; ;A02;2;8;;920000;475,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125617;F;1;1; ;C06;3;46;;110400;57,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125620;F;3;1; ;A03;3;6;;438000;226,21;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1362;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125621;F;5;1; ;F03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125622;F;5;1; ;F03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125623;F;3;1; ;C02;3;47;;112800;58,26;;;;;;S;;;;1010001;30061987;I;;0;;;;;;;;1362;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125624;F;3;1; ;A07;1;5,5;;517000;267,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125625;F;3;1; ;C06;3;30;;72000;37,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125627;F;3;1; ;C02;2;49;;98000;50,61;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;358;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125628;F;3;1; ;C02;3;88;;211200;109,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125629;F;3;1; ;C02;3;62;;148800;76,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125630;F;3;1; ;C02;3;63;;151200;78,09;;;;;;S1;;;;20041988;22051991;D;7134;1;1988;;;;;;;1000440;;1206359;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125631;F;2;1; ;C06;1;120;;204000;105,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125632;F;2;1; ;A02;2;8,5;;977500;504,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125633;F;1;1; ;A03;4;8;;688000;355,32;;;;;;T;1;S1;;1010001;30061987;I;;0;;;;;;;;652;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125634;F;1;1; ;A07;3;11;;1430000;738,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125635;F;2;1; ;A07;2;8;;880000;454,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125637;F;2;1; ;F03;;;;;;;;;;;T;1;S1;;2121988;4071994;D;690;3;1989;;;;;;;1000967;;1392091;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125638;F;1;1; ;C06;3;85;1052;204000;105,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125639;F;1;1; ;C02;3;65;;156000;80,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125641;F;2;1; ;C06;2;290;;580000;299,54;;;;;;T;;;;14091987;13101988;D;10926;;1987;;;;;;;1000336;;1110556;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125643;F;2;1; ;A03;4;8;;688000;355,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125644;F;1;1; ;C06;2;104;;208000;107,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125646;F;1;1; ;A03;3;7;;511000;263,91;;;;;;1SS;;;;14091987;13101988;D;10926;;1987;;;;;;;1000336;;1110556;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125647;F;1;1; ;C06;3;35;;84000;43,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125649;F;1;1; ;C01;2;111;;2497500;1289,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125650;F;1;1; ;C02;2;47;;94000;48,55;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;708;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125651;F;1;1; ;C06;3;60;;144000;74,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125654;F;1;1; ;C01;1;184;;3551200;1834,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125655;F;1;1; ;C02;2;98;;196000;101,23;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1482;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125656;F;1;1; ;C06;3;54;;129600;66,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125657;F;2;1; ;C02;2;74;;148000;76,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125658;F;4;1; ;A04;2;3;;186000;96,06;;;;;;T;;;;22071991;29061996;V;4642;2;1991;;;;;;;1001217;;1475687;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125659;F;1;1; ;A03;3;5,5;;401500;207,36;;;;;;;8;664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125660;F;1;1; ;C06;2;98;;196000;101,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125661;F;2;1; ;F03;;;;;;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;489;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125664;F;1;1; ;A03;4;8;;688000;355,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125665;F;1;1; ;C06;2;54;;108000;55,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125671;F;1;1; ;C06;2;65;;130000;67,14;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;970;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125672;F;1;1; ;A03;4;7;;602000;310,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125673;F;2;1; ;A03;4;6,5;;559000;288,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125674;F;2;1; ;C06;3;31;;74400;38,42;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;970;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125676;F;4;1; ;A03;3;8;;584000;301,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125677;F;4;1; ;C06;2;38;;76000;39,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125678;F;2;1; ;A03;3;8;;584000;301,61;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;489;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125679;F;2;1; ;C06;2;31;;62000;32,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125681;F;1;1; ;A03;4;7;;602000;310,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125682;F;1;1; ;C06;2;95;;190000;98,13;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;467;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125684;F;3;1; ;A07;1;8;;752000;388,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125685;F;3;1; ;C06;3;27;;64800;33,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125686;F;4;1; ;A07;2;8;;880000;454,48;;;;;;1;;;;1010001;30061987;I;;0;;;;;;;;1627;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125687;F;3;1; ;C06;3;32;;76800;39,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125689;F;2;1; ;A02;2;8,5;;977500;504,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125690;F;2;1; ;C06;2;43;;86000;44,42;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1626;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125691;F;3;1; ;A03;3;8,5;;620500;320,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125692;F;3;1; ;A03;3;8,5;;620500;320,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125693;F;3;1; ;C06;3;86;;206400;106,6;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1626;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125694;F;3;1; ;C06;3;55;;132000;68,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125696;F;3;1; ;A03;2;5;;310000;160,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125697;F;2;1; ;C02;3;39;;93600;48,34;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;358;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125698;F;5;1; ;C02;3;30;;72000;37,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125699;F;5;1; ;C02;3;17;;40800;21,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125700;F;5;1; ;C02;3;25;;60000;30,99;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;358;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125703;F;1;1; ;C02;3;83;;199200;102,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125704;F;2;1; ;C02;1;239;;406300;209,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125705;F;2;1; ;A07;1;7,5;;705000;364,1;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;358;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125706;F;1;1; ;A04;3;3,5;;255500;131,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125707;F;1;1; ;C06;3;63;;151200;78,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125708;F;1;1; ;C02;2;36;;72000;37,18;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;358;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125709;F;1;1; ;C06;2;102;102;204000;105,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125710;F;1;1; ;A07;2;7,5;;825000;426,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125711;F;2;1; ;C02;2;34;34;68000;35,12;;;;;;T;S1;;;1010001;30061987;I;;0;;;;;;;;1628;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125712;F;2;1; ;F03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125713;F;2;1; ;F03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125718;F;1;1; ;A04;3;3,5;;255500;131,95;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1626;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125719;F;1;1; ;A04;3;4;;292000;150,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125721;F;4;1; ;A03;3;5,5;;401500;207,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125722;F;3;1; ;A03;3;5,5;;401500;207,36;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1627;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125723;F;4;1; ;A03;3;4,5;;328500;169,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125724;F;3;1; ;A03;3;4,5;;328500;169,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125726;F;4;1; ;C06;4;17;;49300;25,46;;;;;;T;;;;20031998;11051998;V;6770;2;1998;;;;;;;1000813;;1568616;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125728;F;4;1; ;A03;2;7,5;;465000;240,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125729;F;3;1; ;A03;2;5;;310000;160,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125734;F;2;1; ;A04;3;3,5;;255500;131,95;;;;;;T;;;;6051988;14101992;D;8323;1;1988;;;;;;;1000680;;1286315;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125735;F;2;1; ;A04;3;3,5;;255500;131,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125740;F;4;1; ;C02;3;16;;38400;19,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125743;F;1;1; ;A03;3;8,5;;620500;320,46;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;643;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125744;F;1;1; ;C02;2;28;;56000;28,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125745;F;1;1; ;C02;2;47;;94000;48,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125746;F;1;1; ;A03;3;6;;438000;226,21;;;;;;S1;;;;1010001;30061987;I;;0;;;;;;;;643;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125747;F;1;1; ;A03;3;6;;438000;226,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125750;F;2;1; ;A03;3;5,5;;401500;207,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125751;F;2;1; ;A03;3;5,5;;401500;207,36;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;643;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125752;F;2;1; ;A03;4;5,5;;473000;244,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125753;F;2;1; ;A03;4;5,5;;473000;244,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125754;F;2;1; ;A03;4;5,5;;473000;244,28;;;;;;T;;;;1031999;18012000;D;472;1;2000;;;;;;;1001573;;1717804;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125756;F;1;1; ;A04;3;5;;365000;188,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125758;F;3;1; ;A04;1;4;;212000;109,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125759;F;3;1; ;A04;3;7;;511000;263,91;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;117;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125760;F;1;1; ;A05;2;2,5;;135000;69,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125761;F;1;1; ;A05;2;2;;108000;55,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125762;F;1;1; ;A05;2;2;;108000;55,78;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1137;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125763;F;3;1; ;A03;3;5;;365000;188,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125765;F;2;1; ;A03;3;5;;365000;188,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125766;F;2;1; ;A03;4;5;;430000;222,08;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;117;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125767;F;3;1; ;C02;3;49;;117600;60,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125768;F;2;1; ;A03;4;6;;516000;266,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125769;F;2;1; ;A03;3;2,5;;182500;94,25;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1121;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125770;F;2;1; ;A03;3;5;;365000;188,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125771;F;2;1; ;C02;1;50;;85000;43,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125772;F;3;1; ;A03;2;11;;682000;352,22;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;280;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125773;F;2;1; ;A02;1;12;;1176000;607,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125775;F;2;1; ;A03;3;5;;365000;188,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125776;F;2;1; ;A03;3;4,5;;328500;169,66;;;;;;T;;;;5101981;13101988;D;17206;;1981;;;;;;;1000066;;1119043;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125777;F;2;1; ;A03;3;5,5;;401500;207,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125778;F;2;1; ;A03;3;5;;365000;188,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125780;F;1;1; ;A04;3;4;;292000;150,81;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;446;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125781;F;1;1; ;A04;3;4;;292000;150,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125782;F;1;1; ;A04;3;3,5;;255500;131,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125783;F;1;1; ;A04;3;3,5;;255500;131,95;;;;;;T;1;;;1010001;30061987;I;;0;;;;;;;;627;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125784;F;2;1; ;A03;3;5,5;;401500;207,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125785;F;2;1; ;A04;3;2,5;;182500;94,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125787;F;2;1; ;A03;3;5;;365000;188,51;;;;;;S1;;;;1010001;30061987;I;;0;;;;;;;;980;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125791;F;2;1; ;A04;3;3;;219000;113,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125792;F;1;1; ;A04;2;3,5;;217000;112,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125793;F;1;1; ;C01;3;10;;262000;135,31;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;980;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125794;F;1;1; ;A05;3;1;;63000;32,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125795;F;1;1; ;A04;2;3,5;;217000;112,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125799;F;2;1; ;A04;3;3;36;219000;113,1;;;;;;T;;;;8021995;28061999;D;11789;1;1995;;;;;;;1001507;;1664785;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125800;F;6;1; ;A04;3;7;;511000;263,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125801;F;2;1; ;A02;2;8,5;;977500;504,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125802;F;2;1; ;A03;3;5;;365000;188,51;;;;;;T;;;;8021995;28061999;D;11789;1;1995;;;;;;;1001507;;1664785;;;;;;;;;;;;;;;;;;;;;;;;;;;;
